Câu hỏi,Trả lời,Thủ tục liên quan
"Tôi là công dân Việt Nam, cư trú tại quận Hoàng Mai, thành phố Hà Nội. Tôi có lấy một anh người Thụy Điển, đang sinh sống, làm việc tại Việt Nam. Trong thời gian sang thăm bố mẹ chồng bên Thụy Điển tôi có sinh con tại Thụy Điển, chưa thực hiện đăng ký khai sinh cho con. Nay vợ chồng tôi về Việt Nam sinh sống, tôi muốn đăng ký khai sinh cho con tại Việt Nam được không? Và tại cơ quan nào?","Khoản 2 Điều 35 Luật Hộ tịch quy định: “ Ủy ban nhân dân cấp huyện nơi cư trú của người cha hoặc người mẹ thực hiện đăng ký khai sinh cho trẻ em trong các trường hợp sau đây:….2. Trẻ em được sinh ra ở nước ngoài chưa được đăng ký khai sinh về cư trú tại Việt Nam:a) Có cha và mẹ là công dân Việt Nam;b) Có cha hoặc mẹ là công dân Việt Nam;”Tại khoản 1 Điều 29 Nghị định số 123/2015/NĐ-CP quy định: “ Ủy ban nhân dân cấp huyện nơi cư trú của trẻ em có cha hoặc mẹ hoặc cả cha và mẹ là công dân Việt Nam, thực hiện đăng ký khai sinh cho trẻ em sinh ra ở nước ngoài mà chưa được được đăng ký khai sinh”.Như vậy, đối chiếu với quy định này, UBND huyện Hoàng Mai – nơi cư trú của chị có thẩm quyền đăng ký khai sinh cho con của chị.","Thủ tục đăng ký khai sinh có yếu tố nước ngoài, Thủ tục đăng ký khai sinh kết hợp đăng ký nhận cha, mẹ, con có yếu tố nước ngoài"
Thủ tục KCB BHYT cụ thể như thế nào?,"Bước 1: Đối với người tham gia bảo hiểm y tế1. Người tham gia BHYT khi đến KCB phải xuất trình thẻ BHYT có ảnh; trường hợp thẻ BHYT chưa có ảnh thì phải xuất trình thẻ BHYT cùng với giấy tờ chứng minh về nhân thân của người đó; đối với trẻ em dưới 6 tuổi chỉ phải xuất trình thẻ BHYT.2. Trường hợp cấp cứu, người tham gia BHYT được KCB tại bất kỳ cơ sở KCB nào và phải xuất trình thẻ BHYT cùng với giấy tờ quy định tại khoản 1 Bước 1 trước khi ra viện.3. Trường hợp chuyển tuyến điều trị, người tham gia BHYT phải có hồ sơ chuyển viện của cơ sở KCB.4. Trường hợp khám lại theo yêu cầu điều trị, người tham gia BHYT phải có giấy hẹn khám lại của cơ sở KCB.5. Trường hợp vượt quá khả năng chuyên môn kỹ thuật thì cơ sở KCB BHYT có trách nhiệm chuyển người bệnh kịp thời đến cơ sở KCB BHYT khác theo quy định về chuyển tuyến chuyên môn kỹ thuật.6. Một số trường hợp cụ thể đối với người tham gia BHYT:a) Người tham gia BHYT khi đến KCB phải xuất trình thẻ BHYT có ảnh; trường hợp thẻ BHYT chưa có ảnh thì phải xuất trình một trong các giấy tờ tùy thân có ảnh do cơ quan, tổ chức có thẩm quyền cấp hoặc Giấy xác nhận của Công an cấp xã hoặc giấy tờ khác có xác nhận của cơ sở giáo dục nơi quản lý học sinh, sinh viên; các giấy tờ chứng minh nhân thân hợp pháp khác.b) Trẻ em dưới 6 tuổi đến KCB chỉ phải xuất trình thẻ BHYT. Trường hợp trẻ chưa được cấp thẻ BHYT thì phải xuất trình bản sao giấy chứng sinh hoặc bản sao giấy khai sinh; trường hợp phải điều trị ngay sau khi sinh mà chưa có giấy chứng sinh thì thủ trưởng cơ sở KCB và cha hoặc mẹ hoặc người giám hộ của trẻ ký xác nhận vào hồ sơ bệnh án để làm căn cứ thanh toán theo quy định tại khoản 1 Điều 27 Nghị định số 146/2018/NĐ-CP và chịu trách nhiệm về việc xác nhận này. c) Người tham gia BHYT trong thời gian chờ cấp lại thẻ, đổi thẻ BHYT khi đến KCB phải xuất trình giấy hẹn cấp lại thẻ, đổi thẻ BHYT do cơ quan BHXH hoặc tổ chức, cá nhân được cơ quan BHXH ủy quyền tiếp nhận hồ sơ cấp lại thẻ, đổi thẻ cấp theo Mẫu số 4 Phụ lục ban hành kèm theo Nghị định số 146/2018/NĐ-CP và một loại giấy tờ chứng minh về nhân thân của người đó.d). Người đã hiến bộ phận cơ thể đến khám bệnh, chữa bệnh phải xuất trình các giấy tờ quy định tại điểm (1) hoặc điểm (3) nêu trên. Trường hợp phải điều trị ngay sau khi hiến thì thủ trưởng cơ sở KCB nơi lấy bộ phận cơ thể và người bệnh hoặc thân nhân của người bệnh ký xác nhận vào hồ sơ bệnh án để làm căn cứ thanh toán theo quy định tại khoản 2 Điều 27 Nghị định số 146/2018/NĐ-CP và chịu trách nhiệm về việc xác nhận này. đ) Trường hợp chuyển tuyến KCB, người tham gia BHYT phải xuất trình hồ sơ chuyển tuyến của cơ sở KCB và giấy chuyển tuyến theo Mẫu số 6 Phụ lục ban hành kèm theo Nghị định số 146/2018/NĐ-CP. Trường hợp giấy chuyển tuyến có giá trị sử dụng đến hết ngày 31 tháng 12 năm dương lịch nhưng đợt điều trị chưa kết thúc thì được sử dụng giấy chuyển tuyến đó đến hết đợt điều trị. Trường hợp khám lại theo yêu cầu điều trị, người tham gia BHYT phải có giấy hẹn khám lại của cơ sở KCB theo Mẫu số 5 Phụ lục ban hành kèm theo Nghị định số 146/2018/NĐ-CP.e) Trường hợp cấp cứu, người tham gia BHYT được đến KCB tại bất kỳ cơ sở KCB nào và phải xuất trình các giấy tờ quy định tại khoản 1 hoặc khoản 2 hoặc khoản 3 Điều 15 Nghị định số 146/2018/NĐ-CP trước khi ra viện. Khi hết giai đoạn cấp cứu, người bệnh được cơ sở KCB làm thủ tục chuyển đến khoa, phòng điều trị khác tại cơ sở KCB đó để tiếp tục theo dõi, điều trị hoặc chuyển tuyến đến cơ sở KCB khác thì được xác định là đúng tuyến KCB. g) Người tham gia BHYT trong thời gian đi công tác, làm việc lưu động, học tập trung theo các hình thức đào tạo, chương trình đào tạo, tạm trú được KCB ban đầu tại cơ sở KCB cùng tuyến chuyên môn kỹ thuật hoặc tương đương với cơ sở đăng ký KCB ban đầu ghi trên thẻ BHYT và phải xuất trình các giấy tờ quy định tại khoản 1 hoặc khoản 2 hoặc khoản 3 Điều 15 Nghị định số 146/2018/NĐ-CP và một trong các giấy tờ sau đây (bản chính hoặc bản sao): giấy công tác, quyết định cử đi học, thẻ học sinh, sinh viên, giấy tờ chứng minh đăng ký tạm trú, giấy chuyển trường. Bước 2: Đối với cơ sở KCB- Tổ chức KCB bảo đảm chất lượng với thủ tục đơn giản, thuận tiện cho người tham gia BHYT.- Kiểm tra đúng quy định tại Điều 27, 28 Luật BHYT, Điều 15 Nghị định số 146/2018/NĐ-CP và tiếp nhận người bệnh có thẻ BHYT vào cơ sở KCB để chẩn đoán và điều trị (Hồ sơ bệnh án đối với người bệnh có thẻ BHYT).- Đối với cơ sở KCB, cơ quan BHXH không được quy định thêm thủ tục KCB BHYT ngoài các thủ tục quy định tại Điểm 6 nêu trên. Trường hợp cơ sở KCB, cơ quan BHXH cần sao chụp thẻ BHYT, các giấy tờ liên quan đến KCB của người bệnh để phục vụ cho công tác quản lý thì phải tự sao chụp, không được yêu cầu người bệnh sao chụp hoặc chi trả cho khoản chi phí này. - Tổ chức việc cấp cứu, KCB kịp thời cho người bệnh; Thực hiện quy định về chuyên môn kỹ thuật và các quy định khác của pháp luật có liên quan theo quy định tại Khoản 1, Khoản 2 Điều 53 Luật KCB.","Khám chữa bệnh bảo hiểm y tế, Thủ tục khám bệnh, chữa bệnh bảo hiểm y tế"
"Hiện nay vợ tôi đã sinh con tại trạm y tế xã. Vậy tôi xin hỏi, tôi muốn đăng ký khai sinh cho con tôi thì tôi phải chuẩn bị những giấy tờ gì?","Theo quy định tại Điều 16 Luật hộ tịch, khi làm thủ tục đăng ký khai sinh cho con, anh cần phải chuẩn bị những giấy tờ sau đây: - Giấy chứng sinh (bản chính);- Sổ Hộ khẩu/sổ đăng ký tạm trú của anh, chị để chứng minh nơi cư trú và xác định thẩm quyền đăng ký khai sinh;- Giấy chứng nhận kết hôn của hai vợ chồng anh;- Giấy tờ tùy thân của người đi đăng ký khai sinh (hộ chiếu, chứng minh nhân dân, thẻ căn cước công dân hoặc giấy tờ khác có dán ảnh và thông tin cá nhân do cơ quan có thẩm quyền cấp, còn giá trị sử dụng); trường hợp ủy quyền cho người khác đi đăng ký khai sinh thì phải có văn bản ủy quyền hợp lệ và giấy tờ tùy thân của người được ủy quyền.- Điền các thông tin trong Tờ khai đăng ký khai sinh (theo mẫu).",Thủ tục đăng ký khai sinh
Hiện nay tôi đang chấp hành hình phạt tù tại trại giam X và trong thời gian này tôi sinh được một bé trai. Vậy tôi xin hỏi tôi phải đến đâu để đăng ký khai sinh cho con tôi?,"Thẩm quyền đăng ký khai sinh đối với trường hợp trẻ em sinh ra tại trại giam được xác định theo nơi cư trú của người mẹ - thuộc Ủy ban nhân dân cấp xã nơi có trại giam. “Nơi sinh” được ghi theo địa danh hành chính, nơi trẻ em sinh ra, không ghi tên trại giam (ghi địa danh hành chính đủ 3 cấp xã, huyện, tỉnh). Do đó, UBND cấp xã nơi có trại giam giam X sẽ có thẩm quyền đăng ký khai sinh cho con của chị.","Thủ tục đăng ký khai sinh, Thủ tục đăng ký khai sinh lưu động"
Hiện con tôi sắp ra đời. Tôi muốn hỏi để làm thủ tục khai sinh cho con thì tôi cần có những giấy tờ gì? Tôi và bạn gái chưa đăng ký kết hôn.,"Do anh chưa đăng ký kết hôn nên việc đăng ký khai sinh cho trẻ em sẽ được thực hiện theo diện trẻ em chưa xác định được cha theo quy định tại khoản 2 Điều 15 Nghị định số 123/2015/NĐ-CP. Theo đó, họ, dân tộc, quê quán, quốc tịch của con được xác định theo họ, dân tộc, quê quán, quốc tịch của mẹ. Thẩm quyền giải quyết thuộc Ủy ban nhân dân cấp xã nơi cư trú của người mẹ.Trường hợp người cha muốn nhận con thì có thể kết hợp thực hiện thủ tục nhận con và đăng ký khai sinh. Trong trường hợp này, hồ sơ đăng ký khai sinh kết hợp nhận con bao gồm:- Tờ khai đăng ký khai sinh, Tờ khai đăng ký nhận cha, mẹ, con theo mẫu.- Bản chính Giấy chứng sinh; trường hợp không có Giấy chứng sinh thì nộp văn bản của người làm chứng xác nhận về việc sinh; nếu không có người làm chứng thì phải có giấy cam đoan về việc sinh;- Giấy tờ, đồ vật hoặc chứng cứ khác chứng minh quan hệ cha, con hoặc quan hệ mẹ, con gồm:+ Văn bản của cơ quan y tế, cơ quan giám định hoặc cơ quan khác có thẩm quyền xác nhận quan hệ cha con, quan hệ mẹ con.+ Trường hợp không có văn bản nêu trên thì phải có thư từ, phim ảnh, băng, đĩa, đồ dùng, vật dụng khác chứng minh mối quan hệ cha con, quan hệ mẹ con và văn bản cam đoan của cha, mẹ về việc trẻ em là con chung của hai người, có ít nhất hai người thân thích của cha, mẹ làm chứng.Ngoài các giấy tờ phải nộp nêu trên thì người yêu cầu phải xuất trình: Hộ chiếu hoặc chứng minh nhân dân hoặc thẻ căn cước công dân hoặc các giấy tờ khác có dán ảnh và thông tin cá nhân do cơ quan có thẩm quyền cấp, còn giá trị sử dụng để chứng minh về nhân thân của người có yêu cầu đăng ký khai sinh, nhận cha, mẹ, con; Giấy tờ chứng minh nơi cư trú để chứng minh thẩm quyền đăng ký khai sinh, nhận cha, mẹ, con.","Thủ tục đăng ký khai sinh kết hợp đăng ký nhận cha, mẹ, con, Thủ tục đăng ký khai sinh có yếu tố nước ngoài cho người đã có hồ sơ, giấy tờ cá nhân, Thủ tục đăng ký khai sinh có yếu tố nước ngoài, Thủ tục đăng ký khai sinh, Thủ tục đăng ký khai sinh kết hợp đăng ký nhận cha, mẹ, con có yếu tố nước ngoài"
"Tôi có vợ và hai con. Tôi có quan hệ tình cảm ngoài luồng với một cô khác và sinh được bé trai. Vậy, nay tôi muốn nhận con tôi thì tôi có cần sự xác nhận hay văn bản đồng ý gì từ phía vợ của tôi không?","Khoản 2 Điều 90 của Luật Hôn nhân và gia đình quy định: “Trong trường hợp người đang có vợ, chồng mà nhận con thì việc nhận con không cần phải có sự đồng ý của người kia”. Như vậy, có thể hiểu quyền nhận con của anh không bị giới hạn trong trường hợp anh đang có vợ.","Thủ tục đăng ký nhận cha, mẹ, con có yếu tố nước ngoài tại khu vực biên giới, Thủ tục đăng ký khai sinh kết hợp đăng ký nhận cha, mẹ, con, Thủ tục đăng ký nhận cha, mẹ, con, Thủ tục ghi vào Sổ hộ tịch việc hộ tịch khác của công dân Việt Nam đã được giải quyết tại cơ quan có thẩm quyền của nước ngoài (khai sinh; giám hộ; nhận cha, mẹ, con; xác định cha, mẹ, con; nuôi con nuôi; khai tử; thay đổi hộ tịch), Thủ tục đăng ký khai sinh kết hợp đăng ký nhận cha, mẹ, con có yếu tố nước ngoài"
Trách nhiệm của BHXH Việt Nam trong thực hiện BHYT?,"1. Tổ chức BHYT có chức năng thực hiện chế độ, chính sách, pháp luật về BHYT, quản lý và sử dụng quỹ BHYT.2. Chính phủ quy định cụ thể về tổ chức, chức năng, nhiệm vụ và quyền hạn của tổ chức BHYT.","Khám chữa bệnh bảo hiểm y tế, Ký hợp đồng khám, chữa bệnh BHYT, Thanh toán chi phí BHYT với cơ sở KCB BHYT, Đăng ký đóng, cấp thẻ BHYT đối với người chỉ tham gia BHYT, Đăng ký, điều chỉnh đóng BHXH, BHYT, BHTN, BHTNLĐ, BNN; cấp sổ BHXH, thẻ BHYT"
"Tôi là công dân Hàn Quốc, có con với một phụ nữ Việt Nam, chưa đăng ký kết hôn. Hiện tại, cô ấy đã sinh một cháu trai đã được 4 tuổi, ở với mẹ. Tôi muốn làm thủ tục nhận đó là con tôi thì tôi có quyền yêu cầu không?","Trong trường hợp này, nếu việc nhận cha, con nếu không có tranh chấp thì anh có quyền yêu cầu UBND cấp huyện nơi cháu bé cư trú (theo quy định tại Điều 43 Luật hộ tịch) đăng ký cha nhận con. Tuy nhiên, do cháu bé mới 3 tuổi nên việc cha nhận con của anh phải có sự đồng ý của người mẹ thì cơ quan đăng ký hộ tịch mới có cơ sở để giải quyết.","Thủ tục đăng ký nhận cha, mẹ, con có yếu tố nước ngoài tại khu vực biên giới, Thủ tục đăng ký khai sinh kết hợp đăng ký nhận cha, mẹ, con, Thủ tục đăng ký nhận cha, mẹ, con, Thủ tục đăng ký khai sinh kết hợp đăng ký nhận cha, mẹ, con có yếu tố nước ngoài, Thủ tục đăng ký nhận cha, mẹ, con có yếu tố nước ngoài"
Gói dịch vụ y tế cơ bản do quỹ BHYT chi trả bao gồm những gì?,"Gói dịch vụ y tế cơ bản do quỹ BHYT chi trả là những dịch vụ y tế thiết yếu để chăm sóc sức khỏe, phù hợp với khả năng chi trả của quỹ BHYT.","Thanh toán trực tiếp chi phí khám, chữa bệnh BHYT/Cấp giấy chứng nhận không cùng chi trả trong năm, Thanh toán chi phí BHYT với cơ sở KCB BHYT, Thanh toán trực tiếp chi phí khám bệnh, chữa bệnh giữa Cơ quan Bảo hiểm xã hội và người tham gia bảo hiểm y tế, Thủ tục khám bệnh, chữa bệnh bảo hiểm y tế"
"Xác định số tiền đóng, hỗ trợ đối với một số đối tượng khi nhà nước điều chỉnh mức đóng BHYT, điều chỉnh mức lương cơ sở cụ thể như thế nào?","1. Đối với nhóm đối tượng quy định tại Điều 4 NĐ số 146/2018/NĐ-CP mà được ngân sách nhà nước hỗ trợ 100% mức đóng BHYT:a) Số tiền ngân sách nhà nước đóng, hỗ trợ đóng hằng tháng được xác định theo mức đóng BHYT nhân (x) với mức lương cơ sở. Khi nhà nước điều chỉnh mức đóng BHYT, điều chỉnh mức lương cơ sở, số tiền ngân sách nhà nước đóng, hỗ trợ đóng được điều chỉnh kể từ ngày áp dụng mức đóng BHYT mới, mức lương cơ sở mới;b) Số tiền đóng BHYT đối với trẻ em dưới 6 tuổi được tính từ ngày sinh đến ngày trẻ đủ 72 tháng tuổi. Trường hợp trẻ em là người Việt Nam sinh ra ở nước ngoài, số tiền đóng BHYT được tính từ ngày trẻ về cư trú tại Việt Nam theo quy định của pháp luật.2. Đối với nhóm đối tượng được ngân sách nhà nước hỗ trợ một phần mức đóng BHYT quy định tại các khoản 3 và 4 Điều 4 NĐ số:146/2018/NĐ-CP:a) Số tiền đóng của người tham gia và hỗ trợ của ngân sách nhà nước hằng tháng được xác định theo mức đóng BHYT nhân (x) với mức lương cơ sở tại thời điểm người tham gia đóng BHYT; b) Khi Nhà nước điều chỉnh mức đóng BHYT, điều chỉnh mức lương cơ sở, người tham gia và ngân sách nhà nước không phải đóng bổ sung hoặc không được hoàn trả phần chênh lệch do điều chỉnh mức đóng BHYT, mức lương cơ sở đối với thời gian còn lại mà người tham gia đã đóng BHYT.3. Đối với nhóm đối tượng tham gia BHYT theo hộ gia đình quy định tại Điều 5 NĐ số:146/2018/NĐ-CP:a) Số tiền đóng của người tham gia hằng tháng được xác định theo mức đóng BHYT nhân (x) với mức lương cơ sở tại thời điểm đóng BHYT; b) Khi Nhà nước điều chỉnh mức đóng BHYT, điều chỉnh mức lương cơ sở, người tham gia không phải đóng bổ sung hoặc không được hoàn trả phần chênh lệch do điều chỉnh mức đóng BHYT, mức lương cơ sở đối với thời gian còn lại mà người tham gia đã đóng BHYT.4. Đối tượng tham gia vào các ngày trong tháng thì số tiền đóng BHYT được xác định theo tháng kể từ ngày đóng BHYT.","Thanh toán trực tiếp chi phí khám, chữa bệnh BHYT/Cấp giấy chứng nhận không cùng chi trả trong năm, Đăng ký đóng, cấp thẻ BHYT đối với người chỉ tham gia BHYT, Đăng ký, điều chỉnh đóng BHXH, BHYT, BHTN, BHTNLĐ, BNN; cấp sổ BHXH, thẻ BHYT, Thanh toán trực tiếp chi phí khám bệnh, chữa bệnh giữa Cơ quan Bảo hiểm xã hội và người tham gia bảo hiểm y tế, Thủ tục khám bệnh, chữa bệnh bảo hiểm y tế"
Tôi và bạn gái người nước ngoài có con với nhau nhưng chưa đăng ký kết hôn. Nay tôi muốn đăng ký khai sinh và nhận con. Vậy cơ quan nào sẽ đăng ký khai sinh và nhận con cho tôi?,"Theo quy định tại Điều 13 Luật hộ tịch thì Ủy ban nhân dân cấp xã nơi cư trú của người cha hoặc người mẹ thực hiện đăng ký khai sinh cho trẻ em.Đối với việc nhận cha, mẹ, con thì Ủy ban nhân dân cấp xã nơi cư trú của người nhận hoặc người được nhận là cha, mẹ, con thực hiện đăng ký nhận cha, mẹ, con.Trường đăng ký khai sinh kết hợp nhận cha, mẹ, con thì Ủy ban nhân dân cấp xã nơi cư trú của người cha hoặc người mẹ thực hiện việc đăng ký khai sinh kết hợp nhận cha, mẹ, con.Khoản 4 Điều 5 Luật hộ tịch quy định: Cá nhân có thể được đăng ký hộ tịch tại cơ quan đăng ký hộ tịch nơi thường trú, tạm trú hoặc nơi đang sinh sống.Do vậy, khi thực hiện thủ tục đăng ký hộ tịch, anh cần xuất trình giấy tờ do cơ quan có thẩm quyền cấp để chứng minh nơi cư trú.","Thủ tục đăng ký khai sinh kết hợp đăng ký nhận cha, mẹ, con có yếu tố nước ngoài"
"Tôi mới sinh được một cháu trai. Nay vì lý do cá nhân không đi được và muốn bà nội cháu đi khai sinh cho cháu. Vậy tôi có cần làm giấy ủy quyền cho mẹ chồng tôi để bà đi khai sinh cho cháu hay không? Văn bản này có cần đi công chứng, chứng thực hay không?","Điều 2 Thông tư số 15/2015/TT-BTP ngày 16/11/2015 của Bộ trưởng Bộ Tư pháp quy định chi tiết thi hành một số điều của Luật hộ tịch và Nghị định số 123/2015/NĐ-CP ngày 15 tháng 11 năm 2015 của Chính phủ quy định chi tiết một số điều và biện pháp thi hành Luật hộ tịch quy định:“1. Người yêu cầu cấp bản sao trích lục hộ tịch, yêu cầu đăng ký các việc hộ tịch theo quy định tại Điều 3 của Luật hộ tịch được uỷ quyền cho người khác thực hiện thay, trừ trường hợp đăng ký kết hôn, đăng ký lại việc kết hôn, đăng ký nhận cha, mẹ, con. 2. Việc ủy quyền phải được lập thành văn bản, được công chứng, chứng thực theo quy định của pháp luật; phạm vi uỷ quyền có thể gồm toàn bộ công việc theo trình tự, thủ tục đăng ký hộ tịch từ khi nộp hồ sơ đến khi nhận kết quả đăng ký hộ tịch.Trường hợp người được ủy quyền là ông, bà, cha, mẹ, con, vợ, chồng, anh, chị, em ruột của người ủy quyền thì văn bản ủy quyền không phải công chứng, chứng thực, nhưng phải có giấy tờ chứng minh mối quan hệ với người uỷ quyền”.Như vậy, đối chiếu với quy định trên, chị phải lập giấy ủy quyền cho mẹ chồng chị đi đăng ký khai sinh cho con chị. Văn bản ủy quyền này không phải công chứng, chứng thực, nhưng phải có giấy tờ chứng minh mối quan hệ giữa chị và mẹ chồng chị.","Thủ tục đăng ký khai sinh có yếu tố nước ngoài tại khu vực biên giới, Thủ tục đăng ký khai sinh có yếu tố nước ngoài, Thủ tục đăng ký khai sinh, Liên thông thủ tục hành chính về đăng ký khai sinh, đăng ký thường trú, cấp thẻ bảo hiểm y tế cho trẻ em dưới 6 tuổi, Liên thông các thủ tục hành chính về đăng ký khai sinh, cấp Thẻ bảo hiểm y tế cho trẻ em dưới 6 tuổi"
