Câu hỏi,Trả lời,Thủ tục liên quan
"Hồ sơ đề nghị thanh toán trực tiếp chi phí khám, chữa bệnh bảo hiểm y tế tại cơ quan bảo hiểm xã hội bao gồm những gì?","Điều 28 Nghị định 146/2018/NĐ-CP ngày 17/10/2018 của Chính phủ quy định chi tiết và hướng dẫn biện pháp thi hành một số điều của Luật Bảo hiểm y tế quy định hồ sơ đề nghị thanh toán trực tiếp chi phí khám, chữa bệnh bảo hiểm y tế của người tham gia bảo hiểm y tế gồm có: - Các giấy tờ là bản chụp (kèm theo bản gốc để đối chiếu) gồm: + Thẻ bảo hiểm y tế; + Giấy tờ tùy thân có ảnh do cơ quan có thẩm quyền cấp: Chứng minh nhân dân, giấy phép lái xe, thẻ căn cước công dân, hộ chiếu; thẻ Đảng viên; thẻ Nhà báo ... hoặc Giấy xác nhận của Công an cấp xã hoặc giấy tờ khác có xác nhận của cơ sở giáo dục nơi quản lý HSSV... + Giấy ra viện, phiếu khám bệnh hoặc sổ khám bệnh của lần khám, chữa bệnh đề nghị thanh toán. - Hóa đơn đỏ do cơ sở khám, chữa bệnh cung cấp và các chứng từ có liên quan.","Thanh toán trực tiếp chi phí khám, chữa bệnh BHYT/Cấp giấy chứng nhận không cùng chi trả trong năm"
Ai là người nộp hồ sơ thanh toán trực tiếp?,"Khoản 1, Điều 29 Nghị định 146/2018/NĐ-CP ngày 17/10/2018 của Chính phủ quy định chi tiết và hướng dẫn biện pháp thi hành một số điều của Luật Bảo hiểm y tế quy định: Người bệnh hoặc thân nhân người bệnh hoặc người đại diện hợp pháp theo quy định của pháp luật của người bệnh","Thanh toán trực tiếp chi phí khám, chữa bệnh BHYT/Cấp giấy chứng nhận không cùng chi trả trong năm"
"Xin cho hỏi thời hạn thanh toán trực tiếp chi phí khám, chữa bệnh bảo hiểm y tế tại cơ quan bảo hiểm xã hội là bao lâu?","Khoản 2, Điều 29 Nghị định 146/2018/NĐ-CP ngày 17/10/2018 của Chính phủ quy định chi tiết và hướng dẫn biện pháp thi hành một số điều của Luật Bảo hiểm y tế quy định: Cơ quan bảo hiểm xã hội hoàn thành việc thanh toán trực tiếp trong thời hạn 40 ngày kể từ ngày nhận đủ hồ sơ đề nghị thanh toán. Trường hợp không thanh toán phải trả lời bằng văn bản và nêu rõ lý do.","Thanh toán trực tiếp chi phí khám, chữa bệnh BHYT/Cấp giấy chứng nhận không cùng chi trả trong năm"
"Tôi chưa nhận chế độ ốm đau, thai sản bằng tiền mặt tại đơn vị sử dụng lao động, vậy ngoài đơn vị sử dụng lao động nơi tôi đang làm việc, tôi có thể nhận chế độ tại đâu?","Theo quy định tại Điều 5 Quyết định số 166/QĐ-BHXH ngày 31/01/2019 của Tổng Giám đốc BHXH Việt Nam ban hành quy trình giải quyết hưởng các chế độ BHXH, chi trả các chế độ BHXH, BHTN, ông/bà có thể đến cơ quan bảo hiểm xã hội nơi giải quyết chế độ ốm đau, thai sản để nhận tiền","Giải quyết hưởng chế độ thai sản, Giải quyết hưởng chế độ ốm đau"
Nhà nước có chính sách gì đối với BHYT?,"1. Nhà nước đóng hoặc hỗ trợ tiền đóng BHYT cho người có công với cách mạng và một số nhóm đối tượng xã hội.2. Nhà nước có chính sách ưu đãi đối với hoạt động đầu tư từ quỹ BHYT để bảo toàn và tăng trưởng quỹ. Nguồn thu của quỹ và số tiền sinh lời từ hoạt động đầu tư từ quỹ BHYT được miễn thuế.3. Nhà nước tạo điều kiện để tổ chức, cá nhân tham gia BHYT hoặc đóng BHYT cho các nhóm đối tượng.4. Nhà nước khuyến khích đầu tư phát triển công nghệ và phương tiện kỹ thuật tiên tiến trong quản lý BHYT.","Khám chữa bệnh bảo hiểm y tế, Thanh toán chi phí BHYT với cơ sở KCB BHYT, Thanh toán trực tiếp chi phí khám bệnh, chữa bệnh giữa Cơ quan Bảo hiểm xã hội và người tham gia bảo hiểm y tế"
Các hành vi bị nghiêm cấm trong luật BHYT?,"1. Không đóng hoặc đóng BHYT không đầy đủ theo quy định của Luật BHYT.2. Gian lận, giả mạo hồ sơ, thẻ BHYT.3. Sử dụng tiền đóng BHYT, quỹ BHYT sai mục đích.4. Cản trở, gây khó khăn hoặc làm thiệt hại đến quyền, lợi ích hợp pháp của người tham gia BHYT và của các bên liên quan đến BHYT.5. Cố ý báo cáo sai sự thật, cung cấp sai lệch thông tin, số liệu về BHYT.6. Lợi dụng chức vụ, quyền hạn, chuyên môn, nghiệp vụ để làm trái với quy định của pháp luật về BHYT.","Khám chữa bệnh bảo hiểm y tế, Đổi thẻ bảo hiểm y tế, Cấp lại thẻ bảo hiểm y tế, Cấp thẻ bảo hiểm y tế"
"“Cụt hoặc mất chức năng 01 bàn tay hoặc 01 bàn chân và một trong các chân hoặc tay còn lại không toàn vẹn (cụt hoặc giảm chức năng)” là không đủ điều kiện để lái xe hạng B1. Vậy nếu chỉ giảm chức năng 1 chi, các chi còn lại bình thường thì như thế nào?",cần đến cơ sở y tế hoặc Trung tâm giám định y khoa để được thăm khám trực tiếp và xác định.,"Khám sức khỏe định kỳ của người lái xe ô tô, Cấp giấy khám sức khỏe cho người lái xe"
"Trình tự, thủ tục mua thẻ BHYT lần đầu cho người tham gia BHYT cụ thể như thế nào?, bao nhiêu ngày sau thì được cấp thẻ BHYT?","Bước 1: Đối với người tham gia BHYT lần đầu, ghi Tờ khai tham gia, điều chỉnh thông tin BHYT và Mẫu số 2. Danh sách đối tượng tham gia BHYT hoặc Mẫu số 3. Danh sách thành viên hộ gia đình tham gia BHYT ban hành kèm theo NĐ số 146/2018/NĐ-CP cho các nhóm đối tượng sau:1. Người sử dụng lao động lập danh sách tham gia BHYT cho người lao động quy định tại Điều 1 NĐ số 146/2018/NĐ-CP; 2. Cơ sở giáo dục, cơ sở giáo dục nghề nghiệp có trách nhiệm lập danh sách tham gia BHYT của các đối tượng thuộc phạm vi quản lý theo quy định tại khoản 15 Điều 3, khoản 3 Điều 4 NĐ số 146/2018/NĐ-CP; 3. Các đơn vị thuộc Bộ Quốc phòng, Bộ Công an có trách nhiệm lập danh sách tham gia BHYT của các đối tượng thuộc phạm vi quản lý quy định tại khoản 1 Điều 1; khoản 13 Điều 3 và Điều 6 NĐ số 146/2018/NĐ-CP và theo hướng dẫn của Bộ Quốc phòng, Bộ Công an; 4. Đối với người đã hiến bộ phận cơ thể theo quy định của pháp luật, cơ quan BHXH căn cứ giấy ra viện do cơ sở KCB nơi người hiến bộ phận cơ thể cấp cho đối tượng này để cấp thẻ BHYT. 5. Ủy ban nhân dân xã có trách nhiệm lập danh sách đối tượng quy định tại Điều 2; các khoản 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 16, 17 Điều 3; các khoản 1, 2, 4 Điều 4 và Điều 5 NĐ số 146/2018/NĐ-CP.Bước 2: Cán bộ bộ phận một cửa cơ quan BHXH tỉnh, huyện kiểm tra, nhận Tờ khai tham gia, điều chỉnh thông tin BHYT.., Giấy tiếp nhận hồ sơ và hẹn trả kết quả cấp thẻ BHYT theo Mẫu số 4 Phụ lục ban hành kèm theo NĐ số 146/2018/NĐ-CP và ký nhận (vào ô người tiếp nhận hồ sơ). - Trong thời hạn 10 ngày làm việc, kể từ ngày nhận đủ hồ sơ, tổ chức BHYT phải chuyển thẻ BHYT cho cơ quan, tổ chức quản lý đối tượng, đại lý thu BHYT hoặc cho người tham gia BHYT.","Đăng ký đóng, cấp thẻ BHYT đối với người chỉ tham gia BHYT, Cấp thẻ bảo hiểm y tế"
"Những trường hợp nào được đổi thẻ BHYT? trình tự, thủ tục đổi thẻ BHYT như thế nào?","1. Thẻ BHYT được đổi trong trường hợp sau đây:- Rách, nát hoặc hỏng;- Thay đổi nơi đăng ký KCB ban đầu;- Thông tin ghi trong thẻ không đúng.2. Người tham gia BHYT cần đổi thẻ BHYT đến cơ quan BHXH tỉnh, huyện; ghi Tờ khai tham gia, điều chỉnh thông tin BHYT; nộp bộ phận một cửa cơ quan BHXH tỉnh, huyện; chờ ký (vào ô người nộp hồ sơ) trong Giấy tiếp nhận hồ sơ và hẹn trả kết quả cấp lại thẻ BHYT theo Mẫu số 4 Phụ lục ban hành kèm theo NĐ số 146/2018/NĐ-CP.- Cán bộ bộ phận một cửa cơ quan BHXH tỉnh, huyện kiểm tra, nhận Tờ khai tham gia, điều chỉnh thông tin BHYT, ghi Giấy tiếp nhận hồ sơ và hẹn trả kết quả đổi thẻ BHYT theo Mẫu số 4 Phụ lục ban hành kèm theo NĐ số 146/2018/NĐ-CP và ký (vào ô người tiếp nhận hồ sơ và đưa Mẫu 4 tới người tham gia BHYT ký vào ô người nộp hồ sơ). - Trong thời hạn 7 ngày làm việc, kể từ ngày nhận đủ hồ sơ. Tổ chức BHYT phải đổi thẻ BHYT cho người tham gia BHYT.3. Trong thời gian chờ đổi thẻ, người tham gia BHYT vẫn được hưởng quyền lợi BHYT.","Đăng ký, điều chỉnh đóng BHXH, BHYT, BHTN, BHTNLĐ, BNN; cấp sổ BHXH, thẻ BHYT, Đổi thẻ bảo hiểm y tế, Cấp lại thẻ bảo hiểm y tế, Cấp lại, đổi, điều chỉnh thông tin trên sổ BHXH, thẻ BHYT"
"Trẻ em dưới 6 tuổi chưa được cấp thẻ bảo hiểm y tế thì cần xuất trình giấy tờ gì khi đi khám, chữa bệnh?","Khoản 1, Điều 28 Luật Bảo hiểm y tế và Khoản 2 Điều 15 Nghị định 146/2018/NĐ-CP ngày 17/10/2018 của Chính phủ quy định chi tiết và hướng dẫn biện pháp thi hành một số điều của Luật Bảo hiểm y tế,quy định trẻ em phải xuất trình các giấy tờ sau: - Bản sao giấy chứng sinh hoặc bản sao giấy khai sinh - Trường hợp phải điều trị ngay sau sinh mà chưa có giấy chứng sinh thì thủ trưởng cơ sở khám, chữa bệnhvà cha mẹ/người giám hộ ký xác nhận vào hồ sơ bệnh án để cơ sở khám, chữa bệnhlàm căn cứ thanh toán với cơ quan Bảo hiểm xã hội.",Khám chữa bệnh bảo hiểm y tế
