Câu hỏi,Trả lời,Thủ tục liên quan
Làm thế nào để xác định người trúng tuyển trong kỳ xét tuyển viên chức?,"Theo quy định tại khoản 6 Điều 2 Nghị định số 161/2018/NĐ-CPngày 29/11/2018 của Chính phủ sửa đổi, bổ sung một số quy định về tuyển dụng công chức, viên chức, nâng ngạch công chức, thăng hạng viên chức và thực hiện chế độ hợp đồng một số loại công việc trong cơ quan hành chính nhà nước, đơn vị sự nghiệp công lập thì người trúng tuyển trong kỳ xét tuyển viên chức phải có đủ các điều kiện sau đây:
a) Có kết quả điểm phỏng vấn hoặc thực hành quy định tại khoản 2 Điều 11 Nghị định này đạt từ 50 điểm trở lên;
b) Có số điểm vòng 2 cộng với điểm ưu tiên quy định tại khoản 3 Điều 10 Nghị định này (nếu có) cao hơn lấy theo thứ tự từ cao xuống thấp trong phạm vi chỉ tiêu được tuyển dụng của từng vị trí việc làm.
* Trường hợp có từ 02 người trở lên có kết quả điểm phỏng vấn hoặc thực hành quy định tại khoản 2 Điều 11 Nghị định này cộng với điểm ưu tiên quy định tại khoản 3 Điều 10 Nghị định này (nếu có) bằng nhau ở chỉ tiêu cuối cùng cần tuyển dụng thì người có kết quả điểm phỏng vấn hoặc thực hành vòng 2 quy định tại khoản 2 Điều 11 Nghị định này cao hơn là người trúng tuyển; nếu vẫn không xác định được thì người đứng đầu cơ quan, đơn vị có thẩm quyền tuyển dụng viên chức quyết định người trúng tuyển.
* Trường hợp người dự xét tuyển viên chức thuộc nhiều diện ưu tiên quy định thì chỉ được cộng điểm ưu tiên cao nhất vào kết quả điểm thi tại vòng 2.
* Người không trúng tuyển trong kỳ xét tuyển viên chức không được bảo lưu kết quả xét tuyển cho các kỳ xét tuyển lần sau.",Thủ tục xét tuyển viên chức
"Tôi cần có tiều chuẩn, điều kiện như thế nào để được dự thi nâng ngạch công chức?","Căn cứ quy định tại Khoản 3 Điều 29 Nghị định số 24/2010/NĐ-CP ngày 15/3/2010 của Chính phủ về tuyển dụng, sử dụng và quản lý công chức và Khoản 14 Điều 1 Nghị định số 161/2018/NĐ-CP ngày 29/11/2018ngày 29/11/2018 của Chính phủ sửa đổi, bổ sung một số quy định về tuyển dụng công chức, viên chức, nâng ngạch công chức, thăng hạng viên chức và thực hiện chế độ hợp đồng một số loại công việc trong cơ quan hành chính nhà nước, đơn vị sự nghiệp công lập thì công chức được đăng ký dự thi nâng ngạch khi có đủ các tiêu chuẩn, điều kiện sau:
a) Được đánh giá, phân loại hoàn thành tốt nhiệm vụ trong năm công tác liền kề trước năm dự thi nâng ngạch; có phẩm chất chính trị, phẩm chất đạo đức tốt; không trong thời gian thi hành kỷ luật hoặc đang thực hiện việc xem xét xử lý kỷ luật của cơ quan có thẩm quyền;
b) Có năng lực, trình độ chuyên môn, nghiệp vụ để đảm nhận vị trí việc làm tương ứng với ngạch công chức cao hơn ngạch công chức hiện giữ trong cùng ngành chuyên môn;
c) Đáp ứng yêu cầu về văn bằng, chứng chỉ và yêu cầu khác về tiêu chuẩn chuyên môn, nghiệp vụ của ngạch công chức đăng ký dự thi.
d) Công chức dự thi nâng ngạch phải có ít nhất 01 năm (đủ 12 tháng) giữ ngạch dưới liền kề với ngạch đăng ký dự thi tính đến ngày hết thời hạn nộp hồ sơ đăng ký dự thi nâng ngạch.",Thủ tục thi nâng ngạch công chức
"Điều kiện đối với doanh nghiệp, cơ sở kinh doanh trong lĩnh vực tư vấn kiểm tra, kiểm định kỹ thuật về PCCC là gì?","Theo quy định tại Điều 41, Nghị định số 79/2014/NĐ-CP, ngày 31/7/2014 của Chính phủ quy định chi tiết thi hành một số điều của Luật Phòng cháy và chữa cháy và Luật sửa đổi, bổ sung một số điều của Luật Phòng cháy và chữa cháy:Doanh nghiệp, cơ sở hành nghề kinh doanh dịch vụ PCCC với nội dung tư vấn kiểm tra, kiểm định kỹ thuật về PCCC phải bảo đảm các điều kiện sau:- Người đứng đầu doanh nghiệp và người đại diện theo pháp luật của cơ sở phải có văn bằng về PCCC hoặc chứng chỉ bồi dưỡng kiến thức về PCCC;- Doanh nghiệp, cơ sở phải có cá nhân đủ điều kiện hành nghề dịch vụ PCCC, cụ thể:+ Có ít nhất 01 cá nhân có chứng chỉ hành nghề tư vấn kiểm tra, kiểm định kỹ thuật về PCCC;+ Có ít nhất 01 cá nhân đảm nhiệm chức danh chủ trì kiểm tra, kiểm định kỹ thuật về PCCC;- Có địa điểm hoạt động; phương tiện, thiết bị, địa điểm bảo đảm thực hiện tư vấn kiểm tra, kiểm định kỹ thuật về PCCC.","Cấp chứng chỉ hành nghề tư vấn về phòng cháy và chữa cháy, Cấp giấy xác nhận đủ điều kiện kinh doanh dịch vụ phòng cháy và chữa cháy (thực hiện tại cấp tỉnh)"
Tôi cần có điều kiện và tiêu chuẩn gì để được đăng ký dự tuyển vào viên chức?,"Theo quy định tại Điều 22 Luật Viên chức thì người có đủ các điều kiện sau đây không phân biệt dân tộc, nam nữ, thành phần xã hội, tín ngưỡng, tôn giáo được đăng ký dự tuyển viên chức:
+ Có quốc tịch Việt Nam và cư trú tại Việt Nam;
+ Từ đủ 18 tuổi trở lên. Đối với một số lĩnh vực hoạt động văn hóa, nghệ thuật, thể dục, thể thao, tuổi dự tuyển có thể thấp hơn theo quy định của pháp luật; đồng thời, phải có sự đồng ý bằng văn bản của người đại diện theo pháp luật;
+ Có đơn đăng ký dự tuyển;
+ Có lý lịch rõ ràng;
+ Có văn bằng, chứng chỉ đào tạo, chứng chỉ hành nghề hoặc có năng khiếu kỹ năng phù hợp với vị trí việc làm;
+ Đủ sức khỏe để thực hiện công việc hoặc nhiệm vụ;
+ Đáp ứng các điều kiện khác theo yêu cầu của vị trí việc làm do đơn vị sự nghiệp công lập xác định nhưng không được trái với quy định của pháp luật.
- Những người sau đây không được đăng ký dự tuyển viên chức:
+ Mất năng lực hành vi dân sự hoặc bị hạn chế năng lực hành vi dân sự;
+ Đang bị truy cứu trách nhiệm hình sự; đang chấp hành bản án, quyết định về hình sự của Tòa án; đang bị áp dụng biện pháp xử lý hành chính đưa vào cơ sở chữa bệnh, cơ sở giáo dục, trường giáo dưỡng.",Thủ tục thi tuyển Viên chức
"Tôi có chứng chứng chỉ thuyền trưởng, máy trưởng tàu cá hạng tư từ 400 cv trở lên muốn chuyển đổi sang giấy chứng nhận khả năng chuyên môn phương tiện thủy nội địa thì cần những điều kiện gì?","Căn cứ quy định tại Điểm a Khoản 2 Điều 20 Thông tư số 02/2017/TT-BGTVT ngày 02/01/2017 sửa đổi bổ sung một số điều của Thông tư số 56/2014/TT-BGTVT, cụ thể.Anh, chị có nhu cầu chuyển đổi sang giấy chứng nhận khả năng chuyên môn phương tiện thủy nội địa phải có thời gian đảm nhiệm theo chức danh thuyền trưởng, máy trưởng tàu cá hạng tư đủ 18tháng trở lên được chuyển đổi sang GCNKNCM thuyền trưởng, máy trưởng hạng nhì phương tiện thủy nội địa nhưng phải hoàn thành chương trình bồi dưỡng nghề tương ứng với thuyền trưởng, máy trưởng hạng nhì, dựthi các môn thi tương ứng với thuyền trưởng, máy trưởng hạng nhì và phải đạt yêu cầu theo quy định.","Cấp, cấp lại, chuyển đổi giấy chứng nhận khả năng chuyên môn, chứng chỉ chuyên môn, Cấp, cấp lại, chuyển đổi Giấy chứng nhận khả năng chuyên môn thuyền trưởng, máy trưởng hạng nhất, hạng nhì trong phạm vi toàn quốc; Giấy chứng nhận khả năng chuyên môn thuyền trưởng từ hạng tư trở lên, máy trưởng từ hạng ba trở lên đối với các cơ sở dạy nghề trực thuộc Cục Đường thủy nội địa và chứng chỉ chuyên môn đặc biệt"
"Sau kỳ xét tuyển bao lâu thì tôi nhận được kết quả, nêu tôi trúng tuyển mà không hoàn thiện đủ hồ sơ dự tuyển thì có được công nhận kết quả không?","Theo quy định tại khoản 9 Điều 2Nghị định số 161/2018/NĐ-CPngày 29/11/2018 của Chính phủ sửa đổi, bổ sung một số quy định về tuyển dụng công chức, viên chức, nâng ngạch công chức, thăng hạng viên chức và thực hiện chế độ hợp đồng một số loại công việc trong cơ quan hành chính nhà nước, đơn vị sự nghiệp công lập thì:
1. Chậm nhất là 10 ngày sau ngày nhận được báo cáo kết quả vòng 2 của Hội đồng tuyển dụng, cơ quan, đơn vị có thẩm quyền tuyển dụng viên chức phải niêm yết công khai kết quả thi tuyển hoặc xét tuyển, danh sách dự kiến người trúng tuyển tại trụ sở làm việc và trên trang thông tin điện tử của cơ quan, đơn vị có thẩm quyền tuyển dụng viên chức; gửi thông báo kết quả thi tuyển hoặc xét tuyển bằng văn bản tới người dự tuyển theo địa chỉ mà người dự tuyển đã đăng ký.
2. Trong thời hạn 15 ngày kể từ ngày niêm yết công khai kết quả vòng 2, người dự tuyển có quyền gửi đơn đề nghị phúc khảo kết quả thi trong trường hợp thi vòng 2 quy định tại khoản 2 Điều 7 Nghị định này bằng hình thức thi viết. Người đứng đầu cơ quan, đơn vị có thẩm quyền tuyển dụng viên chức có trách nhiệm tổ chức chấm phúc khảo và công bố kết quả chấm phúc khảo chậm nhất là 15 ngày sau ngày hết thời hạn nhận đơn phúc khảo theo quy định tại khoản này.
3. Sau khi thực hiện các quy định tại khoản 1, khoản 2 Điều này, người đứng đầu cơ quan, đơn vị có thẩm quyền tuyển dụng viên chức phê duyệt kết quả tuyển dụng và gửi thông báo công nhận kết quả trúng tuyển bằng văn bản tới người dự tuyển theo địa chỉ mà người đã đăng ký. Nội dung thông báo phải ghi rõ thời hạn người trúng tuyển phải đến cơ quan, đơn vị có thẩm quyền tuyển dụng viên chức để xuất trình bản chính các văn bằng, chứng chỉ, kết quả học tập, đối tượng ưu tiên theo yêu cầu của vị trí tuyển dụng để hoàn thiện hồ sơ dự tuyển theo quy định và ký hợp đồng làm việc.
4. Trường hợp người trúng tuyển không hoàn thiện đủ hồ sơ dự tuyển theo quy định hoặc có hành vi gian lận trong việc kê khai Phiếu đăng ký dự tuyển hoặc cơ quan, đơn vị có thẩm quyền tuyển dụng viên chức phát hiện người trúng tuyển sử dụng văn bằng, chứng chỉ không đúng quy định thì người đứng đầu cơ quan, đơn vị có thẩm quyền tuyển dụng viên chức ra quyết định hủy kết quả trúng tuyển và có văn bản báo cáo người đứng đầu cơ quan có thẩm quyền quản lý viên chức. Trường hợp có hành vi gian lận trong việc kê khai Phiếu đăng ký dự tuyển hoặc cơ quan, đơn vị có thẩm quyền tuyển dụng viên chức phát hiện người trúng tuyển sử dụng văn bằng, chứng chỉ không đúng quy định thì cơ quan, đơn vị có thẩm quyền tuyển dụng thông báo công khai trên phương tiện thông tin đại chúng hoặc trên trang thông tin điện tử của cơ quan, đơn vị và không tiếp nhận Phiếu đăng ký dự tuyển trong một kỳ tuyển dụng tiếp theo.
5. Người đứng đầu cơ quan, đơn vị có thẩm quyền tuyển dụng viên chức quyết định công nhận kết quả trúng tuyển đối với người dự tuyển có kết quả tuyển dụng thấp hơn liền kề so với kết quả tuyển dụng của người trúng tuyển đã bị hủy bỏ kết quả trúng tuyển theo quy định tại khoản 4 Điều này hoặc trong trường hợp cơ quan, đơn vị có thẩm quyền tuyển dụng viên chức phát sinh nhu cầu tuyển dụng mới trong cùng năm tuyển dụng đối với vị trí có yêu cầu về chuyên ngành đào tạo giống như vị trí việc làm mà người dự tuyển đã đăng ký trong năm tuyển dụng.
Trường hợp có từ 02 người trở lên có kết quả tuyển dụng thấp hơn liền kề mà bằng nhau thì người đứng đầu cơ quan, đơn vị có thẩm quyền tuyển dụng viên chức quyết định người trúng tuyển theo quy định tại khoản 2 Điều 10 Nghị định này (trong trường hợp tổ chức thi tuyển viên chức) hoặc quy định tại khoản 2 Điều 13 Nghị định này (trong trường hợp tổ chức xét tuyển viên chức).",Thủ tục xét tuyển viên chức
Điều kiện và tiêu chuẩn của người được đăng ký dự tuyển vào công chức là gì?,"Theo quy định tại khoản 1 Điều 36 Luật Cán bộ, công chức thì những người sau đây được đăng ký dự tuyển công chức:
- Có một quốc tịch là quốc tịch Việt Nam;
- Đủ 18 tuổi trở lên;
- Có đơn dự tuyển; có lý lịch rõ ràng;
- Có văn bằng, chứng chỉ phù hợp;
- Có phẩm chất chính trị, đạo đức tốt;
- Đủ sức khỏe để thực hiện nhiệm vụ;
- Các điều kiện khác theo yêu cầu của vị trí dự tuyển.",Thủ tục thi tuyển công chức
"Điều kiện đối với doanh nghiệp, cơ sở kinh doanh trong lĩnh vực tư vấn giám sát về PCCC là gì?","Theo quy định tại Điều 41, Nghị định số 79/2014/NĐ-CP, ngày 31/7/2014 của Chính phủ quy định chi tiết thi hành một số điều của Luật Phòng cháy và chữa cháy và Luật sửa đổi, bổ sung một số điều của Luật Phòng cháy và chữa cháy:Doanh nghiệp, cơ sở hành nghề kinh doanh dịch vụ PCCC với nội dung tư vấn giám sát về PCCC phải bảo đảm các điều kiện sau:- Người đứng đầu doanh nghiệp và người đại diện theo pháp luật của cơ sở phải có văn bằng về PCCC hoặc chứng chỉ bồi dưỡng kiến thức về PCCC;- Doanh nghiệp, cơ sở phải có cá nhân đủ điều kiện hành nghề dịch vụ PCCC, cụ thể:+ Có ít nhất 01 cá nhân có chứng chỉ hành nghề tư vấn giám sát về PCCC;+ Có ít nhất 01 cá nhân đảm nhiệm chức danh chủ trì giám sát về PCCC;- Có địa điểm hoạt động; phương tiện, thiết bị, địa điểm bảo đảm thực hiện tư vấn giám sát về PCCC.",Cấp chứng chỉ hành nghề tư vấn về phòng cháy và chữa cháy
"Thủ tục cấp giấy phép tiến hành công việc bức xạ (sử dụng thiết bị bức xạ, trừ thiết bị X quang chẩn đoán trong y tế). Phí, lệ phí bao gồm?",- Phí thẩm định an toàn: + Sử dụng thiết bị đo hạt nhân; thiết bị phân tích huỳnh quang tia X; thiết bị đo sắc ký khí; thiết bị khử tĩnh điện; thiết bị phát tia Xdùng trong soi kiểm tra bo mạch; thiết bị phát tia X dùng trong kiểm tra an ninh; phổ kế Mossbauer: 4.000.000 đồng/1 thiết bị.+ Thiết bị phát tia X chụp ảnh bức xạ công nghiệp: 5.000.000 đồng/1 thiết bị.+ Thiết bị đo địa vật lý giếng khoan và thăm dò địa chất: 7.000.000 đồng/1 thiết bị.+ Thiết bị chụp ảnh bức xạ công nghiệp chứa nguồn gamma: 8.000.000 đồng/1 thiết bị.+ Thiết bị gamma chiếu xạ tự che chắn (gamma cell): 13.000.000 đồng/1 thiết bị.+ Thiết bị tạo trường gamma (gamma field): 52.000.000 đồng/1 thiết bị.,"Thủ tục cấp và cấp lại chứng chỉ nhân viên bức xạ (người phụ trách an toàn cơ sở X-quang chẩn đoán trong y tế), Thủ tục cấp lại giấy phép tiến hành công việc bức xạ (sử dụng thiết bị X-quang chẩn đoán trong y tế), Thủ tục sửa đổi, bổ sung giấy phép tiến hành công việc bức xạ (sử dụng thiết bị X-quang chẩn đoán trong y tế), Thủ tục gia hạn giấy phép tiến hành công việc bức xạ (sử dụng thiết bị X-quang chẩn đoán trong y tế), Thủ tục cấp giấy phép tiến hành công việc bức xạ (sử dụng thiết bị X-quang chẩn đoán trong y tế)"
Hồ sơ đề nghị cấp mới chứng chỉ kiểm định viên bao gồm những gì?,"Theo Điều 11 Chương II Nghị định 44/2016/NĐ-CP ngày 15/5/2016 của Chính phủ; Điều 2 Chương I của Nghị định 140/2018/NĐ-CP ngày 08/10/2018 của Chính phủ, Hồ sơ đề nghị cấp mới chứng chỉ kiểm định viên bao gồm: - Đơn đề nghị cấp chứng chỉ kiểm định viên (theo Mẫu phụ lục Ic Nghị định 44/2016/NĐ-CP ngày 15/5/2016 của Chính phủ);- Bản sao văn bằng tốt nghiệp đại học của người đề nghị cấp chứng chỉ có chứng thực hoặc xuất trình bản chính để đối chiếu; - Tài liệu chứng minh tiêu chuẩn quy định tại Khoản 3 và 4 Điều 9 Nghị định 44/2016/NĐ-CP ngày 15/5/2016 của Chính phủ; - Bản sao chứng minh thư nhân dân hoặc hộ chiếu hoặc thẻ căn cước công dân; - 02 ảnh màu cỡ 3x4 của người đề nghị cấp chứng chỉ chụp trong khoảng thời gian 06 tháng, kể từ ngày đề nghị.",Cấp Chứng chỉ kiểm định viên
Thời hạn hẹn trả kết quả cấp Chứng chỉ kiểm định viên?,"Trong thời hạn 5 ngày làm việc, kể từ ngày nhận được đủ hồ sơ theo quy định, cơ quan có thẩm quyền có trách nhiệm cấp chứng chỉ cho kiểm định viên; trường hợp không cấp, cấp lại thì phải trả lời bằng văn bản và nêu rõ lý do.",Cấp Chứng chỉ kiểm định viên
Trường hợp nào thì được xem xét xét tuyển đặc cách vào làm viên chức?,"Căn cứ điều kiện đăng ký dự tuyển viên chức theo yêu cầu của vị trí việc làm cần tuyển dụng, người đứng đầu cơ quan, đơn vị có thẩm quyền tuyển dụng viên chức được xem xét tiếp nhận vào viên chức đối với các trường hợp:
a) Các trường hợp có ít nhất 05 năm công tác ở vị trí việc làm yêu cầu trình độ đào tạo đại học trở lên phù hợp với yêu cầu của vị trí việc làm cần tuyển dụng và có đóng bảo hiểm xã hội bắt buộc (không kể thời gian tập sự, thử việc, nếu có thời gian công tác có đóng bảo hiểm xã hội bắt buộc không liên tục mà chưa nhận trợ cấp bảo hiểm xã hội một lần thì được cộng dồn), gồm:
Người ký hợp đồng lao động theo đúng quy định của pháp luật làm công việc chuyên môn, nghiệp vụ trong đơn vị sự nghiệp công lập tự bảo đảm chi thường xuyên, chi đầu tư và đơn vị sự nghiệp công lập tự bảo đảm chi thường xuyên hoặc đơn vị sự nghiệp ngoài công lập;
Người hưởng lương trong lực lượng vũ trang (quân đội, công an) và người làm công tác cơ yếu;
Cán bộ, công chức cấp xã;
Người đang làm việc tại doanh nghiệp là công ty trách nhiệm hữu hạn một thành viên mà Nhà nước nắm giữ 100% vốn điều lệ hoặc doanh nghiệp mà Nhà nước nắm giữ trên 50% vốn điều lệ.
b) Người có tài năng, năng khiếu đặc biệt phù hợp với vị trí việc làm trong các ngành, lĩnh vực: Văn hóa, nghệ thuật, thể dục thể thao, các ngành nghề truyền thống.
c) Trường hợp đã là cán bộ, công chức, viên chức, sau đó được cấp có thẩm quyền đồng ý chuyển đến làm việc tại lực lượng vũ trang, cơ yếu, tổ chức chính trị - xã hội - nghề nghiệp, tổ chức xã hội, tổ chức xã hội - nghề nghiệp, doanh nghiệp mà Nhà nước nắm giữ trên 50% vốn điều lệ.",Thủ tục tiếp nhân vào làm viên chức
Sau thời gian bao lâu kể từ khi đơn vị có thẩm quyền tuyển dụng viên chức có văn bản đề nghị người đứng đầu có quan có thẩm quyền quản lý viên chức công nhận kết quả xét tuyển đặc cách?,"Theo quy định tại khoản 2, khoản 3 Điều 9 Thông tư số 15/2012/TT-BNV ngày 25/12/2012 của Bộ trưởng Bộ Nội vụ hướng dẫn về tuyển dụng, ký kết hợp đồng làm việc và đền bù chi phí đào tạo bồi dưỡng đối với viên chức thì:
- Người đứng đầu, cơ quan, đơn vị có thẩm quyền tuyển dụng viên chức có văn bản đề nghị người đứng đầu cơ quan có thẩm quyền quản lý viên chức công nhận kết quả xét tuyển đặc cách. Văn bản đề nghị do người đứng đầu hoặc cấp phó của người đứng đầu cơ quan, đơn vị có thẩm quyền tuyển dụng viên chức ký, trong đó nêu rõ vị trí việc làm cần tuyển dụng và kèm theo biên bản họp Hội đồng kiểm tra, sát hạch và hồ sơ của từng trường hợp đủ điều kiện, tiêu chuẩn xét đặc cách.
- Trong thời hạn 20 ngày làm việc, kể từ ngày nhận được văn bản đề nghị, người đứng đầu cơ quan có thẩm quyền quản lý viên chức có trách nhiệm chỉ đạo tổ chức thẩm định và phải có văn bản trả lời; nếu quá thời hạn quy định mà chưa có văn bản trả lời thì coi như đồng ý. Trường hợp hồ sơ chưa đủ theo quy định thì trong thời hạn 5 ngày làm việc, kể từ ngày nhận được văn bản đề nghị, cơ quan có thẩm quyền quản lý viên chức phải có văn bản đề nghị cơ quan, đơn vị có thẩm quyền tuyển dụng viên chức bổ sung, hoàn thiện đủ hồ sơ theo quy định.",Thủ tục tiếp nhân vào làm viên chức
"Sau khi trúng tuyển kỳ xét tuyển công chức thì người trúng tuyển cần hoàn thiện những loại hồ sơ, giấy tờ gì? Khi nào thì người trúng tuyển nhận được quyết định tuyển dụng?","Căn cứ quy định tại các khoản 2, khoản 4 và khoản 5 Điều 9 Thông tư số 13/2010/TT-BNV ngày 30/12/2010 của Bộ trưởng Bộ Nội vụ quy định chi tiết một số điều về tuyển dụng và nâng ngạch công chức của Nghị định số 24/2010/NĐ-CP ngày 15/3/2010 của chính phủ quy định về tuyển dụng, sử dụng và quản lý công chức được sửa đổi, bổ sung tại Điều 1 Thông tư số 03/2015/TT-BNV sửa đổi, bổ sung Điều 9 Thông tư số 13/2010/TT-BNV nêu trên thì:
- Trong thời hạn 30 ngày, kể từ ngày nhận được thông báo công nhận kết quả trúng tuyển của cơ quan có thẩm quyền tuyển dụng công chức, người trúng tuyển phải đến cơ quan có thẩm quyền tuyển dụng công chức để hoàn thiện hồ sơ dự tuyển. Hồ sơ dự tuyển phải được bổ sung để hoàn thiện trước khi ký quyết định tuyển dụng, bao gồm:
+ Bản sao các văn bằng, chứng chỉ và kết quả học tập theo yêu cầu của vị trí dự tuyển, được cơ quan có thẩm quyền chứng thực;
+ Phiếu lý lịch tư pháp do Sở Tư pháp nơi thường trú cấp.
- Trường hợp người trúng tuyển có lý do chính đáng mà không thể đến hoàn thiện hồ sơ dự tuyển thì phải làm đơn xin gia hạn trước khi kết thúc thời hạn hoàn thiện hồ sơ dự tuyển gửi cơ quan có thẩm quyền tuyển dụng công chức. Thời gian xin gia hạn không quá 15 ngày, kể từ ngày hết thời hạn hoàn thiện hồ sơ dự tuyển quy định tại khoản 2 Điều này (Khoản 3 Điều 9 Thông tư số 13/2010/TT-BNV được sửa đổi, bổ sung tại Điều 1 Thông tư số 03/2015/TT-BNV nêu trên).
- Sau khi nhận đủ hồ sơ dự tuyển của người trúng tuyển, người đứng đầu cơ quan có thẩm quyền tuyển dụng công chức có trách nhiệm thẩm tra, xác minh văn bằng, chứng chỉ của người trúng tuyển bảo đảm chính xác theo quy định của pháp luật (Khoản 4 Điều 9 Thông tư số 13/2010/TT-BNV được sửa đổi, bổ sung tại Điều 1 Thông tư số 03/2015/TT-BNV).
- Sau khi hoàn thành các thủ tục theo quy định tại khoản 2, khoản 3 và khoản 4 Điều này, trong thời hạn 15 ngày làm việc, người đứng đầu cơ quan có thẩm quyền tuyển dụng công chức phải ra quyết định tuyển dụng đối với người trúng tuyển; trường hợp người trúng tuyển không hoàn thiện đủ hồ sơ dự tuyển theo quy định hoặc cơ quan có thẩm quyền tuyển dụng phát hiện người trúng tuyển sử dụng văn bằng, chứng chỉ không hợp pháp thì người đứng đầu cơ quan có thẩm quyền tuyển dụng công chức ra quyết định hủy kết quả trúng tuyển và có văn bản báo cáo người đứng đầu của cơ quan có thẩm quyền quản lý công chức.",Thủ tục xét tuyển công chức
Người trúng tuyển trong kỳ xét tuyển công chức được xác định như thế nào?,"Căn cứ vào quy định tại khoản 7 Điều 1 Nghị định số 161/2018/NĐ-CPngày 29/11/2018 của Chính phủ sửa đổi, bổ sung một số quy định về tuyển dụng công chức, viên chức, nâng ngạch công chức, thăng hạng viên chức và thực hiện chế độ hợp đồng một số loại công việc trong cơ quan hành chính nhà nước, đơn vị sự nghiệp công lập thì người trúng tuyến trong kỳ xét tuyển công chức được xác định như sau:
+ Có kết quả điểm phỏng vấn tại vòng 2 quy định tại khoản 2 Điều 12 Nghị định này đạt từ 50 điểm trở lên;
+ Có số điểm vòng 2 cộng với điểm ưu tiên quy định tại khoản 1 Điều 5 Nghị định này (nếu có) cao hơn lấy theo thứ tự từ cao xuống thấp trong phạm vi chỉ tiêu được tuyển dụng của từng vị trí việc làm.
- Trường hợp có từ 02 người trở lên có kết quả điểm phỏng vấn quy định tại khoản 2 Điều 12 Nghị định này cộng với điểm ưu tiên quy định tại khoản 1 Điều 5 Nghị định này (nếu có) bằng nhau ở chỉ tiêu cuối cùng cần tuyển dụng thì người có kết quả điểm phỏng vấn vòng 2 quy định tại khoản 2 Điều 12 Nghị định này cao hơn là người trúng tuyển; nếu vẫn không xác định được thì người đứng đầu cơ quan có thẩm quyền tuyển dụng công chức quyết định người trúng tuyển.
- Người không trúng tuyển trong kỳ xét tuyển công chức không được bảo lưu kết quả xét tuyển cho các kỳ xét tuyển lần sau.",Thủ tục xét tuyển công chức
