Câu hỏi,Trả lời,Thủ tục liên quan
"Anh (Chị) cho hỏi, thành phần hồ sơ để được cấp giấy phép lái xe quốc tế?","Căn cứ Điều 8, Điều 9 Thông tư số 29/2015/TT-BGTVT ngày 06/7/2015 của Bộ trưởng Bộ Giao thông vận tải quy định về cấp, sử dụng giấy phép lái xe quốc tế, thành phần hồ sơ để được cấp giấy phép lái xe quốc tế: Người lái xe lập 01 bộ gửi trực tiếp tại Tổng cục Đường bộ Việt Nam, gồm:a) Đơn đề nghị đổi, cấp lại giấy phép lái xe quốc tế theo mẫu quy định tại Phụ lục IV Thông tư số 29/2015/TT-BGTVT.b) Sao chụp hộ chiếu, thẻ thường trú (đối với người nước ngoài) để kiểm tra, đối chiếu trong quá trình thực hiện cấp giấy phép lái xe quốc tế.c) Khi nộp đơn, người lái xe xuất trình bản chính giấy phép lái xe quốc gia do Việt Nam cấp, hộ chiếu, thẻ thường trú (đối với người nước ngoài) còn giá trị để kiểm tra, đối chiếu.",Cấp Giấy phép lái xe quốc tế
"Tôi có nhu cầu lái xe ở nước ngoài, Tôi có thể đến đâu để được cấp giấy phép lái xe quốc tế ?","Để được cấp Giấy phép lái xe quốc tế, bạn có thể thực hiện theo cách thức sau:
a) Làm thủ tục trực tiếp: Bạn có thể đến Tổng cục Đường bộ Việt Nam hoặc một số Sở Giao thông vận tải đã triển khai hệ thống cấp giấy phép lái xe quốc tế như: Sở Giao thông vận tải Hà Nội, Sở GTVT Thành phố Hồ Chí Minh, Sở GTVT Đà Nẵng.
b) Thực hiện trên môi trường mạng (Cổng Dịch vụ công quốc gia): Hiện nay, Giấy phép lái xe quốc tế đã được cấp, đổi thông qua dịch vụ công cấp độ 4; tức là người dân có thể khai dữ liệu, thông tin trên trang thông tin điện tử, thanh toán trực tuyến, nhập địa chỉ gửi GPLX QT để bưu chính gửi về tận nhà bạn.",Cấp Giấy phép lái xe quốc tế
Tôi có GPLX giấy A1 có phải bắt buộc đổi sang GPLX vật liệu PET không?,"Bạn không phải đổi vì GPLX A1 không thời hạn; chỉ đổi trong trường hợp GPLX bị rách nát,hỏng…hoặc bạn có nhu cầu đổi sang vật liệu PET.","Đổi Giấy phép lái xe hoặc bằng lái xe của nước ngoài cấp cho khách du lịch nước ngoài lái xe vào Việt Nam, Đổi giấy phép lái xe hoặc bằng lái xe của nước ngoài sang giấy phép lái xe do ngành Giao thông vận tải cấp, Đổi giấy phép lái xe do ngành Công an cấp sang giấy phép lái xe do ngành Giao thông vận tải cấp, Đổi giấy phép lái xe quân sự do Bộ Quốc phòng cấp sang giấy phép lái xe do ngành Giao thông vận tải cấp, Đổi Giấy phép lái xe do ngành Giao thông vận tải cấp"
"Tôi đã sinh sống tại nước ngoài được 20 năm, nay hồi hương trở về Việt Nam sinh sống, tôi muốn mang theo chiếc xe ô tô cá nhân nhãn hiệu BMW đã đăng ký sử dụng được 04 năm, xin cho hỏi xe này của tôi có được phép nhập khẩu không?","Theo quy định tại Điểm d Khoản 9 Mục II của Phụ lục I ban hành kèm theo Nghị định số 69/2018/NĐ-CP ngày 15/05/2018 của Chính phủ thì các loại ô tô đã qua sử dụng quá 05 năm, tính từ năm sản xuất đến năm nhập khẩu là mặt hàng cấm nhập khẩu. Do đó, trong trường hợp này nếu chiếc xe đó có năm sản xuất tính đến năm nhập khẩu không vượt quá 05 năm thì không thuộc danh mục hàng hóa cấm nhập khẩu. Ngoài ra, chiếc xe nói trên phải đáp ứng được các yêu cầu của quy định về kiểm tra chất lượng an toàn kỹ thuật và bảo vệ môi trường được nêu tại Nghị định số 116/2017/NĐ-CP ngày 17/10/2017; Thông tư số 03/2018/TT-BGTVT ngày 10/01/2018,  Thông tư số 70/2015/TT-BGTVT ngày 09/11/2015 Bộ Giao thông vận tải.","Cấp Giấy chứng nhận, Tem kiểm định an toàn kỹ thuật và bảo vệ môi trường đối với phương tiện giao thông cơ giới đường bộ"
Giấy khám sức khỏe đổi GPLX theo mẫu nào? Khám ở bệnh viện nào?,"Giấy khám sức khỏe dành cho người lái xe theo mẫu Quy định tại Phụ lục 2 ban hành kèm theo Thông tư liên tịch số 24/2015/TTLT-BYT-BGTVT, ngày 21/8/2015 của Bộ Y tế và Bộ GTVT.Trường hợp bạn hỏi, bạn đến các cơ sở y tế có chức năng và quyền hạn được khám sức khỏe dành cho người lái xe theo Quy định tại Thông tư liên tịch số 24/2015/TTLT-BYT-BGTVT, ngày 21/8/2015 của Bộ Y tế và Bộ GTVT.",Cấp Giấy phép lái xe
Tôi xin hỏi thời hạn của GPLX ngành GTVT,"Điều 17 Thông tư số 12/2017/TT-BGTVT ngày 15/4/2019 của Bộ trưởng Bộ GTVT có Quy định:1. Giấy phép lái xe hạng A1, A2, A3 không có thời hạn.2. Giấy phép lái xe hạng B1 có thời hạn đến khi người lái xe đủ 55 tuổi đối với nữ và đủ 60 tuổi đối với nam; trường hợp người lái xe trên 45 tuổi đối với nữ và trên 50 tuổi đối với nam thì giấy phép lái xe được cấp có thời hạn 10 năm, kể từ ngày cấp.3. Giấy phép lái xe hạng A4, B2 có thời hạn 10 năm, kể từ ngày cấp.4. Giấy phép lái xe hạng C, D, E, FB2, FC, FD, FE có thời hạn 05 năm, kể từ ngày cấp.",Cấp Giấy phép lái xe
Giấy phép lái xe quốc tế do Việt Nam cấp có thể được lái xe ở những quốc gia nào?,"Nước Cộng hòa xã hội chủ nghĩa Việt Nam tham gia Công ước về Giao thông đường bộ và Công ước về Biển báo và Tín hiệu Đường bộ kể từ ngày 20 tháng 8 năm 2014; Danh sách các quốc gia tham gia Công ước, bạn có thể tham khảo trên các Trang thông tin điện tử.",Cấp Giấy phép lái xe quốc tế
"Khi tôi mua xe cũ đã qua sử dụng, tôi cần phải lưu ý những điểm gì?","Khi mua xe cũ đã qua sử dụng, người mua xe cần lưu ý một số vấn đề sau:- Kiểm tra đối chiếu giữa thông số kỹ thuật trên Giấy chứng nhận kiểm định và xe thực tế như: số máy, số khung, kích thước bao (dài x rộng x cao), nhãn hiệu và số loại của xe, niên hạn sử dụng của xe (đối với xe chở hàng và xe chở người trên 9 chỗ ngồi), thời hạn kiểm định của xe, thời hạn đóng phí bảo trì đường bộ. Để có thông tin đầy đủ, người mua xe nên đưa xe đến Trung tâm đăng kiểm gần nhất để kiểm tra kỹ thuật và hồ sơ phương tiện.","Cấp Giấy chứng nhận, Tem kiểm định an toàn kỹ thuật và bảo vệ môi trường đối với phương tiện giao thông cơ giới đường bộ"
Tôi có giấy phép lái xe hạng D bị quá hạn 04 tháng có được đổi không hay thi lại?,"Điểm a Khoản 1 Điều 36 Thông tư số 12/2017/TT-BGTVT ngày 15/4/2019 của Bộ trưởng Bộ GTVT có Quy định:Người có giấy phép lái xe quá thời hạn sử dụng: Từ 03 tháng đến dưới 01 năm, kể từ ngày hết hạn, phải sát hạch lại lý thuyết để cấp lại giấy phép lái xe.Trường hợp của bạn phải sát hạch lại lý thuyết để cấp lại giấy phép lái xe.",Cấp lại Giấy phép lái xe
"Tôi có GPLX ô tô quá hạn 06 tháng có được cấp lại GPLX hay sát hạch lại, nếu sát hạch thì phải sát hạch nội dung gì?","Điểm b Khoản 1 Điều 36 Thông tư số 12/2017/TT-BGTVT ngày 15/4/2019 của Bộ trưởng Bộ GTVT có Quy định:Người có giấy phép lái xe quá thời hạn sử dụngTừ 03 tháng đến dưới 01 năm, kể từ ngày hết hạn, phải sát hạch lại lý thuyết để cấp lại giấy phép lái xe.Trường hợp bạn hỏi, bạn phải sát hạch lạilý thuyết để cấp lại giấy phép lái xe.",Cấp lại Giấy phép lái xe
"Tôi có GPLX ô tô do Sở GTVT Tuyên Quang cấp sắp hết hạn, tôi đang làm việc tại Hà Nội, để tiện lợi đỡ phải đi lại tôi đến Sở GTVT Hà Nội làm thủ tục đổi GPLX được không?","Điều 38 Thông tư số 12/2017/TT-BGTVT ngày 15/4/2019 của Bộ trưởng Bộ GTVT Quy định về thủ tục đổi giấy phép lái xe do ngành Giao thông vận tải cấp: Người lái lập 01 bộ hồ sơ, gửi trực tiếp hoặc bằng hình thức kê khai trực tuyến đến Tổng cục Đường bộ Việt Nam hoặc Sở Giao thông vận tải.Trường hợp bạn hỏi bạn liên hệ Sở GTVT Hà Nội hoặc Sở GTVT gần nhất để làm thủ tục đổi GPLX.",Đổi Giấy phép lái xe do ngành Giao thông vận tải cấp
"Xe của tôi là xe chở người dưới 9 chỗ không kinh doanh vận tải, chu kỳ kiểm định định kỳ như thế nào?",Theo thông tư 70/2015/TT-BGTVT quy định về chu kỳ kiểm định của xe chở người dưới 9 chỗ như sau:- Đã sản xuất đến 07 năm chu kỳ 18 tháng.- Đã sản xuất trên 07 năm đến 12 năm chu kỳ 12 tháng.- Đã sản xuất trên 12 nắm chu kỳ 06 tháng.,"Cấp Giấy chứng nhận, Tem kiểm định an toàn kỹ thuật và bảo vệ môi trường đối với phương tiện giao thông cơ giới đường bộ"
Tôi bị mất GPLX còn thời hạn thủ tục cấp lại cần những gì?,"Điểm a, b, c, d Khoản 2 Điều 36 Thông tư số 12/2017/TT-BGTVT ngày 15/4/2019 của Bộ trưởng Bộ GTVT có Quy định: Người có giấy phép lái xe bị mất, còn thời hạn sử dụng hoặc quá thời hạn sử dụng dưới 03 tháng, được xét cấp lại giấy phép lái xe. Hồ sơ bao gồm:a) Đơn đề nghị cấp lại giấy phép lái xe;b) Hồ sơ gốc phù hợp với giấy phép lái xe (nếu có);c) Giấy khám sức khỏe của người lái xe do cơ sở y tế có thẩm quyền cấp theo quy định, trừ trường hợp cấp lại giấy phép lái xe không thời hạn các hạng A1, A2, A3;d) bản sao giấy phép lái xe, giấy chứng minh nhân dân hoặc thẻ căn cước công dân hoặc hộ chiếu còn thời hạn có ghi số chứng minh nhân dân (đối với người Việt Nam) hoặc hộ chiếu còn thời hạn đối với người nước ngoài, người Việt Nam định cư ở nước ngoài).",Cấp lại Giấy phép lái xe
"Tôi bị mất GPLX, mất hết hồ sơ gốc có được cấp lại GPLX không?","Điểm b Khoản 2 Điều 36 Thông tư số 12/2017/TT-BGTVT ngày 15/4/2019 của Bộ trưởng Bộ GTVT có Quy định:Hồ sơ bao gồm:Hồ sơ gốc phù hợp với giấy phép lái xe (nếu có).Trường hợp bạn hỏi, bạn mất hồ sơ gốc vẫn được xét cấp lại GPLX.",Cấp lại Giấy phép lái xe
Khi đến đổi GPLX tôi có phải đến trực tiếp cơ quan quản lý GPLX không?,"Khoản 3 Điều 38 Thông tư số 12/2017/TT-BGTVT ngày 15/4/2019 của Bộ trưởng Bộ GTVT có Quy định thủ tục đổi GPLX do ngành GTVT cấp như sau: Khi đến thực hiện đổi giấy phép lái xe, người lái xe phải chụp ảnh trực tiếp tại cơ quan cấp giấy phép lái xe.Theo quy định trên bạn phải đến trực tiếp.",Đổi Giấy phép lái xe do ngành Giao thông vận tải cấp
Tôi có giấy phép lái xe hạng B2 bị quá hạn 30 ngày có được đổi không?,Khoản 2 Điều 37 Thông tư số 12/2017/TT-BGTVT ngày 15/4/2019 của Bộ trưởng Bộ GTVT có Quy định:Người có giấy phép lái xe còn thời hạn hoặc quá thời hạn sử dụng dưới 03 tháng kể từ ngày hết hạn được đổi giấy phép lái xe.Trường hợp của bạn được đổi GPLX.,"Đổi Giấy phép lái xe do ngành Giao thông vận tải cấp, Cấp lại Giấy phép lái xe"
Khi đi kiểm định các lần tiếp theo tôi phải mang theo các giấy tờ gì?,"Theo quy định tại thông tư 70/2015/TT-BGTVT các Giấy tờ khi kiểm định các lần tiếp theo là:a) Bản chính giấy đăng ký xe do cơ quan nhà nước có thẩm quyền cấp hoặc một trong các giấy tờ còn hiệu lực sau: Bản sao giấy đăng ký xe có xác nhận của ngân hàng đang cầm giữ; Bản sao giấy đăng ký xe có xác nhận của tổ chức cho thuê tài chính; Giấy hẹn cấp giấy đăng ký xe;b) Bản chính Giấy chứng nhận bảo hiểm trách nhiệm dân sự của chủ xe cơ giới còn hiệu lực;c) Bản chính Giấy chứng nhận chất lượng ATKT và BVMT xe cơ giới cải tạo (đối với xe cơ giới mới cải tạo).d) Thông tin về tên đăng nhập, mật khẩu truy cập và địa chỉ trang WEB quản lý thiết bị giám sát hành trình đối với xe cơ giới thuộc đối tượng phải lắp thiết bị giám sát hành trình.","Cấp Giấy chứng nhận, Tem kiểm định an toàn kỹ thuật và bảo vệ môi trường đối với phương tiện giao thông cơ giới đường bộ"
"Tôi có GPLX cấp theo Họ và tên của chứng minh thư cũ nay tôi đổi căn cước đính chính Họ, tôi muốn đổi GPLX thay đổi họ theo căn cước công dân mới có được không?","Khoản 4 Điều 37 Thông tư số 12/2017/TT-BGTVT ngày 15/4/2019 của Bộ trưởng Bộ GTVT có Quy định:Trường hợp năm sinh, họ, tên, tên đệm ghi trên giấy phép lái xe có sai lệch với giấy chứng minh nhân dân hoặc thẻ căn cước công dân thì cơ quan quản lý giấy phép lái xe làm thủ tục đổi giấy phép lái xe mới phù hợp với thông tin ghi trong giấy chứng minh nhân dân hoặc thẻ căn cước công dân.Trường hợp bạn hỏi, bạn được đổi GPLX phù hợp với thông tin.",Đổi Giấy phép lái xe do ngành Giao thông vận tải cấp
"Tôi có GPLX ô tô vật liệu giấy chưa hết hạn, tôi có phải bắt buộc đổi sang GPLX vật liệu PET Không?","Khoản 1 Điều 37 Thông tư số 12/2017/TT-BGTVT ngày 15/4/2019 của Bộ trưởng Bộ GTVT có Quy định:Việc đổi giấy phép lái xe bằng giấy bìa sang giấy phép lái xe bằng vật liệu PET. được khuyến khích thực hiện trước ngày 31/12/2020.Trường hợp bạn hỏi, không bắt buộc đổi, bạn được sử dụng đến thời hạn hết hạn. Khuyến khích bạn đổi sang vật liệu PET trước 31/12/2020.",Đổi Giấy phép lái xe do ngành Giao thông vận tải cấp
Tôi có GPLX giấy A1 có phải bắt buộc đổi sang GPLX vật liệu PET không?,"Bạn không phải đổi vì GPLX A1 không thời hạn; chỉ đổi trong trường hợp GPLX bị rách nát,hỏng…hoặc bạn có nhu cầu đổi sang vật liệu PET.",Đổi Giấy phép lái xe do ngành Giao thông vận tải cấp
"Năm 2016 tôi đổi GPLX ô tô có tích hợp GPLX xe máy, nay tôi muốn tách GPLX ô tô và xe máy riêng có được không?","Khoản 3 Điều 33 Thông tư số 12/2017/TT-BGTVT ngày 15/4/2019 của Bộ trưởng Bộ GTVT có Quy định: Người có giấy phép lái xe tích hợp của giấy phép lái xe có thời hạn và không thời hạn, nếu có nhu cầu tách giấy phép lái xe thì làm thủ tục giấy phép lái xe.Trường hợp bạn hỏi bạn được tách giấy phép lái xe.",Đổi Giấy phép lái xe do ngành Giao thông vận tải cấp
"GPLX ô tô của tôi sắp hết hạn, tôi chuẩn bị đi công tác nước ngoài, xin hỏi thời gian đổi GPLX bao nhiêu ngày có kết quả?","Điểm a Khoản 8 Điều 37 Thông tư số 12/2017/TT-BGTVT ngày 15/4/2019 của Bộ trưởng Bộ GTVT có Quy định: Thời gian đổi giấy phép lái xe, không quá 05 ngày làm việc, kể từ khi nhận hồ sơ đầy đủ theo quy định.Trường hợp bạn hỏi bạn được trả kết quả sau 05 ngày làm việc khi hồ sơ đổi của bạn được tiếp nhận.",Đổi Giấy phép lái xe do ngành Giao thông vận tải cấp
Tôi có GPLX lái xe vật liệu giấy sắp hết hạn. Tôi xin hỏi số giấy phép lái xe sau khi đổi có được giữ nguyên không? Mỗi người có 01 hay nhiều số GPLX?,"Khoản 1 Điều 33 Thông tư số 12/2017/TT-BGTVT ngày 15/4/2019 của Bộ trưởng Bộ GTVT có Quy định:Giấy phép lái xe bằng vật liệu PET. cấp cho mỗi người bảo đảm duy nhất có 01 số quản lý, dùng chung cho cả giấy phép lái xe không thời hạn và giấy phép lái xe có thời hạn.Trường hợp bạn hỏi, bạn dùng 01 số cho cả giấy phép lái xe không thời hạn và giấy phép lái xe có thời hạn và được giữ nguyên.",Đổi Giấy phép lái xe do ngành Giao thông vận tải cấp
Đối tượng được cấp Giấy phép lái xe Quốc tế gồm những thành phần nào?,"Căn cứ Điều 6 Thông tư số 29/2015/TT-BGTVT ngày 06/7/2015 của Bộ trưởng Bộ Giao thông vận tải quy định về cấp, sử dụng giấy phép lái xe quốc tế, đối tượng được cấp giấy phép lái xe quốc tế là Người Việt Nam, người nước ngoài có thẻ thường trú tại Việt Nam, có giấy phép lái xe quốc gia do Việt Nam cấp bằng vật liệu PET. còn giá trị sử dụng.",Cấp Giấy phép lái xe quốc tế
Giấy phép lái xe quốc tế có thời hạn bao lâu?,"Điều 5 Thông tư 29/2015/TT-BGTVT ngày 6/7/2015 của Bộ GTVT quy định về cấp, sử dụng GPLX quốc tế quy định:Giấy phép lái xe quốc tế có thời hạn không quá 03 năm, kể từ ngày cấp và phải phù hợp với",Cấp Giấy phép lái xe quốc tế
Tôi muốn đổi Giấy phép lái xe đến làm thủ tục đổi ở đâu?,"Điều 38 Thông tư số 12/2017/TT-BGTVT ngày 15/4/2019 của Bộ trưởng Bộ GTVT Quy định về thủ tục đổi giấy phép lái xe do ngành Giao thông vận tải cấp: Người lái lập 01 bộ hồ sơ, gửi trực tiếp hoặc bằng hình thức kê khai trực tuyến đến Tổng cục Đường bộ Việt Nam hoặc Sở Giao thông vận tải.Trường hợp bạn hỏi, bạn đến Tổng cục Đường bộ Việt Nam hoặc Sở Giao thông vận tải các tỉnh, thành phố trực thuộc Trung ương, hoặc truy cập Cổng Dịch vụ công quốc gia để làm thủ tục đổi giấy phép lái xe.",Đổi Giấy phép lái xe do ngành Giao thông vận tải cấp
Thủ tục đổi GPLX xe mô tô gồm có gì?,"Điều 38 Thông tư số 12/2017/TT-BGTVT ngày 15/4/2019 của Bộ trưởng Bộ GTVT có Quy định thủ tục đổi GPLX do ngành GTVT cấp như sau:1.Đơn đề nghị đổi giấy phép lái xe theo mẫu quy định tại Phụ lục 19 ban hành theo Thông tư này;2.Giấy khám sức khỏe của người lái xe do cơ sở y tế có thẩm quyền cấp theo quy định, trừ các đối tượng sau:a) Người có giấy phép lái xe hạng A1, A2, A3;b) người có nhu cầu tách giấy phép lái xe có thời hạn và không thời hạn.c) bản sao giấy phép lái xe, giấy chứng minh nhân dân hoặc thẻ căn cước công dân hoặc hộ chiếu còn thời hạn có ghi số chứng minh nhân dân (đối với người Việt Nam) hoặc hộ chiếu còn thời hạn đối với người nước ngoài, người Việt Nam định cư ở nước ngoài).",Đổi Giấy phép lái xe do ngành Giao thông vận tải cấp
"Tôi có GPLX A1 do Công an cấp năm 1992 bị nhàu nát, nay tôi muốn đổi GPLX vật liệu PET có được không?","Điểm e Khoản 5 Điều 37 Thông tư số 12/2017/TT-BGTVT ngày 15/4/2019 của Bộ trưởng Bộ GTVT có Quy định: Người có giấy phép lái xe mô tô của ngành Công an cấp trước ngày 01 tháng 8 năm 1995 bị hỏng có nhu cầu đổi, có tên trong sổ lưu được xét đổi giấy phép lái xe mới.Trường hợp của bạn được đổi lại nếu có tên trong sổ lưu.",Đổi Giấy phép lái xe do ngành Giao thông vận tải cấp
"Tôi mua xe mới ở showrom Hà Nội chưa có biển số đăng ký, tôi muốn kiểm định để di chuyển về Sơn La để đăng ký biển số có được không? Thời hạn kiểm định là bao nhiêu ngày?","Theo thông tư 70/2015/TT-BGTVT xe cơ giới chưa có biển số đăng ký nhưng có nhu cầu tham gia giao thông để di chuyển về địa điểm cần thiết, được kiểm định và cấp Giấy chứng nhận kiểm định có thời hạn không quá 15 ngày.","Cấp Giấy chứng nhận, Tem kiểm định an toàn kỹ thuật và bảo vệ môi trường đối với phương tiện giao thông cơ giới đường bộ, Cấp Giấy chứng nhận đăng ký, biển số xe máy chuyên dùng có thời hạn"
