Câu hỏi,Trả lời,Thủ tục liên quan
Tôi muốn làm hộ chiếu cho con gái 02 tuổi nhưng không có thời gian trực tiếp đi làm thì có nhờ ông hoặc bà nội của cháu đi làm hộ không?,Bố (mẹ) cần làm giấy ủy quyền cho ông (bà) để ông (bà) đi nộp hồ sơ đề nghị cấp hộ chiếu cho cháu.,"Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp tỉnh), Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp trung ương)"
Người khác có thể nộp thay hồ sơ cho người đề nghị cấp hộ chiếu được không?,"Việc cấp hộ chiếu phải đảm bảo nguyên tắc đối chiếu trực tiếp, do đó, khi nộp hồ sơ người đề nghị cấp hộ chiếu phải trực tiếp đến cơ quan quản lý xuất nhập cảnh để nộp hồ sơ. Trừ một số trường hợp trẻ em dưới 14 tuổi hoặc ủy thác cho cơ quan, tổ chức, doanh nghiệp nộp hồ sơ.","Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp tỉnh), Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp trung ương)"
"Hộ chiếu của tôi có thời hạn 10 năm, tại sao khi bổ sung thông tin con đẻ của tôi vào thì hộ chiếu đó lại có thêm dòng bị chú thời hạn mới và đâu mới là thời hạn thật của hộ chiếu?","Hộ chiếu phổ thông có trẻ em đi cùng có thời hạn không quá 05 năm, vì vậy khi trẻ em được bổ sung vào hộ chiếu thì thời hạn của hộ chiếu sẽ bị điều chỉnh cho phù hợp và thời hạn của hộ chiếu sẽ được ghi vào trang bị chú.","Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp tỉnh), Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp trung ương)"
"Nơi nào tiếp nhận hồ sơ làm thủ tục cấp, đổi, cấp lại thẻ Căn cước công dân?","- Theo quy định tại Điều 26 Luật Căn cước công dân thì nơi làm thủ tục cấp, đổi, cấp lại thẻ Căn cước công dân là công dân có thể lựa chọn một trong các nơi dưới đây để làm thủ tục cấp, đổi, cấp lại thẻ Căn cước công dân: + Tại cơ quan quản lý căn cước công dân của Bộ Công an (tại Trung Tâm Căn cước công dân quốc gia thuộc Cục Cảnh sát quản lý hành chính về trật tự xã hội (C06).+ Tại cơ quan quản lý căn cước công dân của Công an tỉnh, thành phố trực thuộc Trung ương (Phòng Cảnh sát quản lý hành chính về trật tự xã hội, Công an tỉnh, thành phố trực thuộc Trung ương).+ Tại cơ quan quản lý căn cước công dân của Công an huyện, quận, thị xã, thành phố thuộc tỉnh, đơn vị hành chính tương đương (tại Đội Cảnh sát quản lý hành chính về trật tự xã hội, Công an huyện, quận, thị xã, thành phố thuộc tỉnh, đơn vị hành chính tương đương).+ Cơ quan quản lý căn cước công dân có thẩm quyền tổ chức làm thủ tục cấp thẻ Căn cước công dân lưu động tại xã, phường, thị trấn, cơ quan, đơn vị hoặc tại chỗ ở của công dân trong trường hợp cần thiết.- Theo quy định tại khoản 1 Điều 21 Nghị định số 137/NĐ-CP ngày 31/12/2015 của Chính phủ giao cho Bộ Công an “quy định cụ thể việc phân cấp giải quyết cấp, đổi, cấp lại thẻ Căn cước công dân”. Tại Điều 16 Thông tư số 07/2016/TT-BCA ngày 01/02/2016 của Bộ Công quy định trong thời gian Cơ sở dữ liệu quốc gia về dân cư, Cơ sở dữ liệu căn cước công dân chưa đi vào vận hành hoặc chưa thu thập đầy đủ thông tin về công dân thì thực hiện phân cấp giải quyết cấp, đổi, cấp lại thẻ Căn cước công dân thực hiện như sau:+ Cơ quan quản lý căn cước công dân Công an cấp huyện và đơn vị hành chính tương đương tiếp nhận hồ sơ giải quyết các trường hợp cấp, đổi, cấp lại thẻ Căn cước công dân cho công dân có nơi đăng ký thường trú tại địa phương đó;+ Cơ quan quản lý căn cước công dân Công an cấp tỉnh tiếp nhận hồ sơ cấp, đổi, cấp lại thẻ Căn cước công dân cho công dân có nơi đăng ký thường trú trong phạm vi tỉnh, thành phố trực thuộc trung ương đó; các trường hợp đổi thẻ Căn cước công dân do thẻ bị hư hỏng không sử dụng được; đổi khi công dân đủ 25 tuổi, đủ 40 tuổi và đủ 60 tuổi (quy định tại điểm a, b khoản 1 Điều 23 Luật căn cước công dân) và cấp lại thẻ Căn cước công dân đối với công dân có nơi đăng ký thường trú tại tỉnh, thành phố trực thuộc trung ương khác;+ Cơ quan quản lý căn cước công dân Bộ Công an tiếp nhận hồ sơ đổi thẻ Căn cước công dân khi công dân có yêu cầu và các trường hợp đặc biệt khác do thủ trưởng cơ quan quản lý căn cước công dân Bộ Công an quyết định.","Cấp lại thẻ căn cước (thực hiện tại cấp trung ương), Cấp lại thẻ căn cước (thực hiện tại cấp huyện), Cấp đổi thẻ căn cước (thực hiện tại cấp huyện), Cấp đổi thẻ căn cước (thực hiện tại cấp trung ương), Cấp lại thẻ căn cước (thực hiện tại cấp tỉnh)"
Muốn khai tờ khai điện tử đề nghị cấp hộ chiếu thì làm thế nào?,"Người đề nghị cấp, sửa đổi, bổ sung hộ chiếu có thể truy cập vào hệ thống điện tử của Cơ quan quản lý xuất nhập cảnh tại địa chỉ https://hochieu.xuatnhapcanh.gov.vn để khai tờ khai điện tử theo mẫu.","Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp tỉnh), Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp trung ương)"
"Công dân Việt Nam đã được cấp hộ chiếu và được nước ngoài cấp visa vào hộ chiếu đó, nhưng sau đó làm thất lạc hộ chiếu và được cấp hộ chiếu mới. Khi tìm thấy hộ chiếu cũ (có visa của nước ngoài) thì có được tiếp tục sử dụng hộ chiếu cũ nữa hay không?","- Mỗi người chỉ được sử dụng 01 hộ chiếu để xuất cảnh, nhập cảnh (cùng loại), trường hợp nêu trên nếu công dân muốn sử dụng hộ chiếu cũ (có visa của nước ngoài) thì làm thủ tục khôi phục lại giá trị sử dụng của hộ chiếu cũ và nộp lại hộ chiếu mới. - Việc khôi phục thực hiện như sau: + Về điều kiện: (1) Hộ chiếu được tìm thấy chưa bị hỏng và phải còn thời hạn từ 06 tháng trở lên; (2) Trong hộ chiếu có thị thực của nước ngoài còn giá trị hoặc thuộc trường hợp cấp thiết quy định tại Khoản 4 Điều 4 Thông tư số 29/2016/TT-BCA. + Về thủ tục: Người đề nghị khôi phục giá trị sử dụng của hộ chiếu trực tiếp nộp hộ chiếu, kèm theo đơn đề nghị khôi phục giá trị sử dụng của hộ chiếu tại Cục Quản lý xuất nhập cảnh. + Trong thời hạn không quá 03 ngày làm việc kể từ ngày nhận đơn đề nghị, Cục Quản lý xuất nhập cảnh xem xét, trả lời kết quả.","Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp tỉnh), Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp trung ương)"
"Nơi làm thủ tục cấp, đổi, cấp lại Chứng minh nhân dân ở đâu?","Mục 5 phần II Thông tư số 04/1999/TT-BCA(C13) ngày 29/4/1999 của Bộ Công an hướng dẫn một số quy định của Nghị định số 05/1999/NĐ-CP ngày 03/01/1999 của Chính phủ về Chứng minh nhân dân quy định:- Công dân thuộc diện được cấp CMND hiện đăng ký hộ khẩu thường trú thuộc địa phương nào do Công an cấp huyện nơi đó làm thủ tục cấp CMND.- Những công dân đang phục vụ trong Quân đội, Công an nhân dân (trừ số đang thực hiện chế độ nghĩa vụ quân sự) chưa ĐKHK thường trú cùng gia đình hiện đang ở tập trung trong doanh trại quân đội, công an thì do Công an cấp huyện nơi đơn vị đóng trụ sở chính, nhà ở tập thể đó làm thủ tục cấp CMND theo quy định về cấp CMND đối với Quân đội và Công an. Trường hợp đã ĐKHK thường trú cùng gia đình thì áp dụng như các công dân khác.","Cấp Chứng minh nhân dân (9 số) thực hiện tại cấp huyện, Đổi Chứng minh nhân dân (9 số) thực hiện tại cấp huyện, Cấp lại Chứng minh nhân dân (9 số) thực hiện tại cấp tỉnh, Đổi Chứng minh nhân dân (9 số) thực hiện tại cấp tỉnh, Cấp Chứng minh nhân dân (9 số) thực hiện tại cấp tỉnh"
Công dân được cấp lại thẻ căn cước công dân trong những trường hợp nào?,Khoản 2 Điều 23 Luật Căn cước công dân quy định: Thẻ Căn cước công dân được cấp lại trong các trường hợp sau đây:- Bị mất thẻ Căn cước công dân;- Được trở lại quốc tịch Việt Nam theo quy định của Luật quốc tịch Việt Nam.,"Cấp lại thẻ căn cước (thực hiện tại cấp huyện), Cấp lại thẻ căn cước (thực hiện tại cấp tỉnh)"
Quy định về ảnh nộp để cấp hộ chiếu phổ thông?,"02 ảnh mới chụp, cỡ 04 cm x 06 cm, mặt nhìn thẳng, đầu để trần, không đeo kính màu, phông nền màu trắng.","Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp tỉnh), Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp trung ương)"
"Trong trường hợp việc đề nghị cấp hộ chiếu được ủy thác cho cơ quan, tổ chức có tư cách pháp nhân nộp hồ sơ cần làm gì?","- Trước khi nộp hồ sơ ủy thác, cơ quan (trừ cơ quan nhà nước), tổ chức, doanh nghiệp được ủy thác phải nộp hồ sơ tư cách pháp nhân tại cơ quan quản lý xuất nhập cảnh.- Người ủy thác khai và ký tên vào tờ khai đề nghị cấp, sửa đổi hộ chiếu theo mẫu quy định, có dấu giáp lai ảnh và xác nhận của Thủ trưởng cơ quan, tổ chức được ủy thác.- Cơ quan, tổ chức được ủy thác có công văn gửi cơ quan Quản lý xuất nhập cảnh đề nghị giải quyết. Nếu đề nghị giải quyết cho nhiều người thì phải kèm danh sách những người ủy thác, có chứ ký, đóng dấu của Thủ trưởng cơ quan, tổ chức được ủy thác.- Cán bộ, nhân viên của cơ quan, tổ chức được ủy thác khi nộp hồ sơ đề nghị cấp, sửa đổi hộ chiếu phải xuất trình giấy giới thiệu của cơ quan, tổ chức, chứng minh nhân dân hoặc thẻ căn cước công dân còn giá trị sử dụng của bản thân và người ủy thác để kiểm tra, đối chiếu.","Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp tỉnh), Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp trung ương)"
"Người bị mất hộ chiếu, đề nghị cấp lại thì có thể trực tiếp nộp hồ sơ tại Cục Quản lý xuất nhập cảnh được không?","Người đề nghị cấp lại hộ chiếu (do bị mất) có thể trực tiếp nộp hồ sơ tại Cục Quản lý xuất nhập cảnh, Bộ Công an hoặc Phòng Quản lý xuất nhập cảnh Công an tỉnh, thành phố nơi người đó thường trú hoặc tạm trú dài hạn.","Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp tỉnh), Cấp hộ chiếu phổ thông ở trong nước (thực hiện tại cấp trung ương)"
Khi bị mất hộ chiếu tôi có thể gửi đơn trình báo qua đường bưu điện không?,"Người bị mất hộ chiếu nếu gửi đơn trình báo qua bưu điện thì đơn phải có xác nhận của Trưởng Công an phường, xã, thị trấn nơi người đó thường trú hoặc tạm trú.","Trình báo mất hộ chiếu phổ thông (thực hiện tại cấp trung ương), Trình báo mất hộ chiếu phổ thông (thực hiện tại cấp tỉnh)"
"Ai có thẩm quyền cấp, đổi, cấp lại Chứng minh nhân dân?","Giám đốc Công an cấp tỉnh, thành phố trực thuộc Trung ương có thẩm quyền cấp, đổi, cấp lại CMND tại địa phương mình.","Cấp lại Chứng minh nhân dân (9 số) thực hiện tại cấp tỉnh, Đổi Chứng minh nhân dân (9 số) thực hiện tại cấp tỉnh, Cấp Chứng minh nhân dân (9 số) thực hiện tại cấp tỉnh"
Lệ phí cấp Chứng minh nhân dân được quy định như thế nào?,"Điểm b, khoản 2 Điều 5 Thông tư số 250/2016/TT-BTC ngày 11/11/2016 của Bộ Tài chính hướng dẫn về phí và lệ phí thuộc thẩm quyền quyết định của Hội đồng nhân dân tỉnh, thành phố trực thuộc Trung ương quy định: Lệ phí cấp Chứng minh nhân dân là khoản thu đối với người được cơ quan Công an cấp Chứng minh nhân dân.Lệ phí cấp Chứng minh nhân dân đối với việc cấp Chứng minh nhân dân (không bao gồm tiền ảnh của người được cấp Chứng minh nhân dân) gồm; Cấp lần đầu, cấp đổi, cấp lại.Tùy thuộc vào điều kiện thực tế của địa phương mà quy định mức thu cho phù hợp, nhưng phải đảm bảo nguyên tắc sau: Mức thu đối với các việc cấp Chứng minh nhân dân tại các quận của thành phố trực thuộc Trung ương, hoặc phường nội thành của thành phố thuộc tỉnh cao hơn mức thu đối với khu vực khác.","Cấp Chứng minh nhân dân (9 số) thực hiện tại cấp huyện, Cấp Chứng minh nhân dân (9 số) thực hiện tại cấp tỉnh"
