Câu hỏi,Trả lời,Thủ tục liên quan
Công dân Việt Nam ở trong nước nhận trẻ em nước ngoài làm con nuôi phải chuẩn bị những giấy tờ gì và xin cấp giấy xác nhận đủ điều kiện nuôi con nuôi ở đâu?,"Công dân Việt Nam ở trong nước nhận trẻ em nước ngoài làm con nuôi phải chuẩn bị các giấy tờ theo quy định của pháp luật của nước nơi trẻ em thường trú.Theo quy định tại Khoản 1 Điều 40 Luật Nuôi con nuôi, để xin cấp giấy xác nhận đủ điều kiện nuôi con nuôi, công dân Việt Nam nhận trẻ em nước ngoài làm con nuôi phải lập hồ sơ theo quy định tại Điều 17 của Luật (đơn xin nhận con nuôi; bản sao hộ chiếu, giấy chứng minh nhân dân hoặc giấy tờ có giá trị thay thế, phiếu lý lịch tư pháp, văn bản xác nhận tình trạng hôn nhân; giấy khám sức khỏe do cơ quan y tế cấp huyện trở lên cấp, văn bản xác nhận hoàn cảnh gia đình, tình trạng chỗ ở, điều kiện kinh tế do Ủy ban nhân dân cấp xã nơi người nhận con nuôi thường trú cấp, trừ trường hợp nhận con riêng của vợ hoặc chồng hoặc nhận cháu ruột làm con nuôi) gửi Bộ Tư pháp (Cục Con nuôi). Bộ Tư pháp (Cục Con nuôi) xem xét, cấp giấy xác nhận người nhận con nuôi có đủ điều kiện nuôi con nuôi theo quy định của pháp luật Việt Nam.","Giải quyết việc người nước ngoài thường trú ở Việt Nam nhận trẻ em Việt Nam làm con nuôi, Cấp giấy xác nhận công dân Việt Nam ở trong nước đủ điều kiện nhận trẻ em nước ngoài làm con nuôi, Thủ tục Đăng ký việc nuôi con nuôi tại Cơ quan đại diện Việt Nam ở nước ngoài"
"Ông X là cha đẻ của cháu B, hiện đang chấp hành hình phạt tù. Nay cháu B đang được giải quyết cho làm con nuôi thì ông X có phải thể hiện ý kiến đồng ý về việc cho trẻ em làm con nuôi không ?","Theo quy định tại khoản 1 Điều 21 của Luật nuôi con nuôi việc nhận nuôi con nuôi phải có được sự đồng ý của cha, mẹ đẻ của người được nhận làm con nuôi; nếu cha đẻ hoặc mẹ đẻ đã chết, mất tích, mất năng lực hành vi dân sự hoặc không xác định được thì phải được sự đồng ý của người còn lại; nếu cả cha mẹ đẻ đều đã chết, mất năng lực hành vi dân sự hoặc không xác định được thì phải được sự đồng ý của người giám hộ. Như vậy, ông X không thuộc các trường hợp đã nêu. Do đó, công chức tư pháp-hộ tịch vẫn phải lấy ý kiến đồng ý của ông X về việc cho con đẻ làm con nuôi.","Thủ tục Đăng ký việc nuôi con nuôi thực tế, Giải quyết việc người nước ngoài cư trú ở khu vực biên giới nước láng giềng nhận trẻ em Việt Nam làm con nuôi, Đăng ký việc nuôi con nuôi trong nước, Thủ tục Đăng ký việc nuôi con nuôi tại Cơ quan đại diện Việt Nam ở nước ngoài, Giải quyết việc nuôi con nuôi có yếu tố nước ngoài đối với trường hợp cha dượng, mẹ kế nhận con riêng của vợ hoặc chồng; cô, cậu, dì, chú, bác ruột nhận cháu làm con nuôi"
"Tôi và chồng tôi quê tại Nam Định và đăng ký thường trú tại Nam Định. Nay do công việc làm ăn, chúng tôi buôn bán tại cửa khẩu Móng Cái, tỉnh Quảng Ninh và đăng ký tạm trú tại đây. Vậy cho tôi hỏi, tôi và chồng tôi có phải về lại Nam Định để đăng ký kết hôn hay không?","Theo quy định tại Điều 17 Luật Hộ tịch thì Ủy ban nhân dân cấp xã nơi cư trú của một trong hai bên nam, nữ thực hiện đăng ký kết hôn. Theo quy định tại Điều 5 Nghị định số 31/2014/NĐ-CP ngày 18/4/2014 của Chính phủ quy định chi tiết một số điều và biện pháp thi hành Luật cư trú thì “Nơi cư trú” của công dân được hiểu là nơi thường trú hoặc nơi tạm trú. Do đó, anh, chị không phải quay về nơi thường trú để đăng ký kết hôn mà có thể đăng ký tại UBND cấp xã nơi anh, chị tạm trú tại tỉnh Quảng Ninh để đăng ký kết hôn.","Thủ tục đăng ký kết hôn lưu động, Thủ tục đăng ký kết hôn"
"Cha tôi là người Campuchia vừa mới được nhập quốc tịch Việt Nam vào năm 2015, mẹ tôi là người Việt Nam. Trong giấy khai sinh của tôi lúc trước khai nhầm theo quốc tịch cha tôi là Campuchia, nhưng từ nhỏ tới lớn tất cả giấy tờ tùy thân của tôi đều là quốc tịch Việt Nam. Bây giờ tôi muốn sửa đổi quốc tịch trong giấy khai sinh thì phải làm thế nào?","Theo thông tin mà anh (chị) cung cấp, anh (chị) có cha đẻ là công dân Campuchia (đã được nhập quốc tịch Việt Nam năm 2015) và mẹ là công dân Việt Nam. Theo quy định tại khoản 2 Điều 16 Luật Quốc tịch Việt Nam năm 2008 thì “2. Trẻ em khi sinh ra có cha hoặc mẹ là công dân Việt Nam còn người kia là công dân nước ngoài thì có quốc tịch Việt Nam, nếu có sự thỏa thuận bằng văn bản của cha mẹ vào thời điểm đăng ký khai sinh cho con...”. Tại thời điểm đăng ký khai sinh, anh (chị) đã được nhận quốc tịch Campuchia theo cha (thông tin này được thể hiện trong Giấy khai sinh của anh (chị)) nên quốc tịch của anh (chị) là quốc tịch Campuchia.Theo quy định tại Điều 6 Nghị định só 123/2015/NĐ-CP ngày 15/11/2015 của Chính phủ quy định chi tiết một số điều và biện pháp thi hành Luật hộ tịch (có hiệu lực thi hành từ ngày 1-1-2016) thì: Giấy khai sinh là giấy tờ hộ tịch gốc của cá nhân. Mọi hồ sơ, giấy tờ của cá nhân có nội dung về họ, chữ đệm, tên; ngày, tháng, năm sinh; giới tính; dân tộc; quốc tịch; quê quán; quan hệ cha, mẹ, con phải phù hợp với giấy khai sinh của người đó. Trường hợp nội dung trong hồ sơ, giấy tờ cá nhân khác với nội dung trong giấy khai sinh của người đó thì thủ trưởng cơ quan, tổ chức quản lý hồ sơ hoặc cấp giấy tờ có trách nhiệm điều chỉnh hồ sơ, giấy tờ theo đúng nội dung trong giấy khai sinh. Như vậy, bạn cần phải điều chỉnh hết tất cả mọi giấy tờ tùy thân (phát sinh sau Giấy khai sinh) theo đúng nội dung trong Giấy khai sinh.Trong trường hợp anh (chị) muốn thay đổi phần ghi về quốc tịch trong Giấy khai sinh của anh (chị) thì anh (chị) cần phải tiến hành thủ tục xin nhập quốc tịch Việt Nam theo quy định của Luật Quốc tịch Việt Nam năm 2008. Đồng thời, anh (chị) cần liên hệ với cơ quan có thẩm quyền có liên quan để tiến hành xác minh việc có sự khác nhau trong phần ghi về quốc tịch trong Giấy khai sinh và các giấy tờ tùy thân của anh (chị).","Thủ tục thay đổi, cải chính, bổ sung thông tin hộ tịch, xác định lại dân tộc có yếu tố nước ngoài"
"Khi giao nhận con nuôi, những người nào phải có mặt tại lễ giao nhận?","Theo quy định tại Khoản 3 Điều 37 Luật nuôi con nuôi, tại lễ giao nhận con nuôi phải có mặt của đại diện Sở Tư pháp, trẻ em được nhận làm con nuôi, cha mẹ nuôi, đại diện cơ sở nuôi dưỡng đối với trẻ em được xin nhận làm con nuôi từ cơ sở nuôi dưỡng hoặc cha mẹ đẻ, người giám hộ của trẻ em đối với trẻ em được xin nhận làm con nuôi từ gia đình. Đối với trẻ em ở cơ sở nuôi dưỡng có cha mẹ đẻ được giải quyết cho làm con nuôi thì tại lễ giao nhận không bắt buộc cha mẹ đẻ phải có mặt.","Thủ tục Đăng ký việc nuôi con nuôi thực tế, Giải quyết việc người nước ngoài cư trú ở khu vực biên giới nước láng giềng nhận trẻ em Việt Nam làm con nuôi, Đăng ký việc nuôi con nuôi trong nước, Giải quyết việc người nước ngoài thường trú ở Việt Nam nhận trẻ em Việt Nam làm con nuôi, Thủ tục Đăng ký việc nuôi con nuôi tại Cơ quan đại diện Việt Nam ở nước ngoài"
"Anh chị C đã có hai con đẻ, nay muốn nhận thêm một trẻ em nữa là cháu ruột làm con nuôi. Công chức tư pháp-hộ tịch có thể từ chối đăng ký việc nuôi con nuôi đối với anh chị C không ?","Pháp luật về nuôi con nuôi không cấm người đã có con được nhận con nuôi, nếu những người này đáp ứng đủ điều kiện nuôi con nuôi. Do đó, sau khi kiểm tra các điều kiện của anh chị C, nếu công chức tư pháp – hộ tịch xác định anh chị C đủ điều kiện để nuôi dưỡng thêm một trẻ em nữa thì có thể tiến hành đăng ký việc nuôi con nuôi.Tuy nhiên, nếu có cơ sở để cho rằng các bên lợi dụng việc cho nhận con nuôi con nuôi nhằm hưởng chế độ, chính sách ưu đãi của Nhà nước thì sẽ bị cấm theo Điều 13 của Luật nuôi con nuôi, ví dụ như để hưởng chính sách của thương binh, bệnh binh hoặc người có công với cách mạng (con nuôi sẽ được cộng điểm ưu tiên khi thi đại học…). Trong trường hợp đó, công chức tư pháp-hộ tịch cần từ chối đăng ký việc nuôi con nuôi.","Thủ tục Đăng ký việc nuôi con nuôi thực tế, Giải quyết việc người nước ngoài cư trú ở khu vực biên giới nước láng giềng nhận trẻ em Việt Nam làm con nuôi, Đăng ký việc nuôi con nuôi trong nước, Giải quyết việc người nước ngoài thường trú ở Việt Nam nhận trẻ em Việt Nam làm con nuôi, Thủ tục Đăng ký việc nuôi con nuôi tại Cơ quan đại diện Việt Nam ở nước ngoài"
Ủy ban nhân dân cấp xã có thẩm quyền đăng ký việc nuôi con nuôi giữa công dân Việt Nam với nhau trong đó một bên đang định cư ở nước ngoài không ?,"Theo quy định tại khoản 2 Điều 28 của Luật nuôi con nuôi, người Việt Nam định cư ở nước ngoài nhận trẻ em Việt Nam làm con nuôi thuộc trường hợp nuôi con nuôi có yếu tố nước ngoài. Do đó, cơ quan có thẩm quyền quyết định việc nuôi con nuôi là UBND cấp tỉnh nơi thường trú của người được nhận làm con nuôi. Trên thực tế đã xảy ra một số trường hợp đăng ký sai thẩm quyền do người nhận con nuôi xuất trình sổ hộ khẩu còn có tên của họ, giấy chứng minh nhân dân do cơ quan có thẩm quyền của Việt Nam cấp, mà không thông báo trung thực việc họ đang định cư ở nước ngoài. Trong những trường hợp đó, theo quy định của pháp luật, quyết định ban hành sai thẩm quyền đều bị thu hồi và hủy bỏ; về phía cơ quan có thẩm quyền của nước ngoài nơi người nhận con nuôi định cư cũng không công nhận quyết định nuôi con nuôi trong nước vì lý do quyết định được ban hành sai thẩm quyền. Để tránh việc đăng ký sai thẩm quyền, UBND cấp xã khi tiếp nhận hồ sơ đăng ký việc nuôi con nuôi phải tiến hành kiểm tra, xác minh kỹ lưỡng hồ sơ, tìm hiểu thông tin về người nhận con nuôi và người được nhận làm con nuôi. Trường hợp người Việt Nam ra nước ngoài định cư nhưng vẫn còn đăng ký hộ khẩu thường trú trong nước thì không được coi là công dân Việt Nam thường trú trong nước. Vì theo quy định tại khoản 1 Điều 12 của Luật cư trú, nơi thường trú là nơi công dân sinh sống thường xuyên, ổn định, không có thời hạn tại một chỗ ở nhất định và đã đăng ký thường trú. Như vậy, nếu một người chỉ đăng ký thường trú nhưng không thường xuyên sinh sống tại nơi đăng ký thường trú mà sinh sống thường xuyên ở nước ngoài thì không được coi là công dân Việt Nam thường trú trong nước.","Thủ tục Đăng ký việc nuôi con nuôi thực tế, Đăng ký việc nuôi con nuôi trong nước, Cấp giấy xác nhận công dân Việt Nam ở trong nước đủ điều kiện nhận trẻ em nước ngoài làm con nuôi, Giải quyết việc nuôi con nuôi có yếu tố nước ngoài đối với trường hợp cha dượng, mẹ kế nhận con riêng của vợ hoặc chồng; cô, cậu, dì, chú, bác ruột nhận cháu làm con nuôi"
"Vợ chồng ông A đang cư trú tại thành phố Hồ Chí Minh nhưng chưa đăng ký hộ khẩu thường trú, trong khi đó họ đã xóa đăng ký thường trú tại tỉnh Long An. Nay vợ chồng ông A muốn nhận cháu ruột làm con nuôi. Người cháu ruột này cũng chưa được đăng ký hộ khẩu thường trú, vì sau khi sinh con, bố mẹ của trẻ em đã đi khỏi địa phương, hiện không xác định được họ đang cư trú ở đâu. Trong trường hợp này, vợ chồng ông A có thể nộp hồ sơ đăng ký nuôi con nuôi ở đâu?","Theo quy định tại khoản 1 Điều 2 của Nghị định số 19/2011/NĐ-CP đã được sửa đổi bổ sung bởi Nghị định số 24/2011/NĐ-CP, trường hợp cha dượng hoặc mẹ kế nhận con riêng của vợ hoặc chồng làm con nuôi; cô, cậu, dì, chú, bác ruột nhận cháu làm con nuôi thì Ủy ban nhân dân cấp xã nơi cư trú của người nhận con nuôi hoặc của người được nhận làm con nuôi thực hiện đăng ký việc nuôi con nuôi. Theo quy định tại Điều 12 của Luật cư trú, nơi cư trú của công dân là chỗ ở hợp pháp mà người đó thường xuyên sinh sống. Nơi cư trú của công dân là nơi thường trú hoặc nơi tạm trú. Nơi thường trú là nơi công dân sinh sống thường xuyên, ổn định, không có thời hạn tại một chỗ ở nhất định và đã đăng ký thường trú. Nơi tạm trú là nơi công dân sinh sống ngoài nơi đăng ký thường trú và đã đăng ký tạm trú. Trường hợp không xác định được nơi cư trú của công dân theo nội dung trên đây thì nơi cư trú của công dân là nơi người đó đang sinh sống thực tế.Như vậy, nếu vợ chồng ông A đã xóa đăng ký thường trú tại tỉnh Long An, đang sống tại thành phố Hồ Chí Minh nhưng chưa đăng ký hộ khẩu thường trú tại thành phố Hồ Chí Minh thì vợ chồng ông có thể nộp hồ sơ đăng ký nuôi con nuôi tại UBND cấp xã nơi ông đang tạm trú. Nếu không xác định được nơi tạm trú thì vợ chồng ông A có thể nộp hồ sơ đăng ký việc nuôi con nuôi tại nơi đang sinh sống thực tế.","Thủ tục Đăng ký việc nuôi con nuôi thực tế, Giải quyết việc người nước ngoài cư trú ở khu vực biên giới nước láng giềng nhận trẻ em Việt Nam làm con nuôi, Đăng ký việc nuôi con nuôi trong nước, Giải quyết việc người nước ngoài thường trú ở Việt Nam nhận trẻ em Việt Nam làm con nuôi, Thủ tục Đăng ký việc nuôi con nuôi tại Cơ quan đại diện Việt Nam ở nước ngoài"
"Con tôi chung sống với một anh sinh được một cháu trai, nhưng cả hai chưa lấy nhau nay đã chết. Vậy tôi muốn nhà nước xác nhận việc đó là bố mẹ của cháu tôi thì có được không?","Khi thực hiện đăng ký nhận cha, mẹ, con tại cơ quan đăng ký hộ tịch thì các bên phải có mặt. Như vậy, trường hợp một trong hai bên đã chết thì cơ quan đăng ký hộ tịch không thụ lý giải quyết. Điều 92 của Luật Hôn nhân và gia đình quy định: “Trong trường hợp có yêu cầu về việc xác định cha, mẹ, con mà người có yêu cầu chết thì người thân thích của người này có quyền yêu cầu Tòa án xác định cha, mẹ, con cho người yêu cầu đã chết”. Do đó, trường hợp này, ông, bà nội hoặc ông, bà ngoại của trẻ có thể yêu cầu Tòa án xác định cha, mẹ cho trẻ theo thủ tục tố tụng quy định tại khoản 2 Điều 101 Luật hôn nhân và gia đình năm 2014; khoản 4 Điều 27 Bộ luật Tố tụng dân sự.","Thủ tục đăng ký nhận cha, mẹ, con có yếu tố nước ngoài tại khu vực biên giới, Thủ tục đăng ký khai sinh kết hợp đăng ký nhận cha, mẹ, con, Thủ tục đăng ký nhận cha, mẹ, con, Thủ tục ghi vào Sổ hộ tịch việc hộ tịch khác của công dân Việt Nam đã được giải quyết tại cơ quan có thẩm quyền của nước ngoài (khai sinh; giám hộ; nhận cha, mẹ, con; xác định cha, mẹ, con; nuôi con nuôi; khai tử; thay đổi hộ tịch), Thủ tục đăng ký khai sinh kết hợp đăng ký nhận cha, mẹ, con có yếu tố nước ngoài"
"Tôi là công dân Việt Nam, tôi muốn thay đổi phần quốc tịch của bố tôi từ Trung Quốc sang Việt Nam trong Giấy khai sinh có được không?","Pháp luật hộ tịch và pháp luật quốc tịch chỉ quy định việc thực hiện ghi chú thay đổi thông tin về quốc tịch trong Sổ đăng ký khai sinh của chính người được thay đổi quốc tịch. Phạm vi thay đổi hộ tịch theo quy định tại Điều 26 Luật Hộ tịch không quy định về việc thay đổi quốc tịch trong Giấy khai sinh. Việc thay đổi thông tin trong Giấy khai sinh của cá nhân (trong đó có thông tin về quốc tịch của cha, mẹ) chỉ được thực hiện đối với trường hợp đăng ký lại khai sinh theo quy định tại Điều 10 Thông tư số 15/2015/TT-BTP.Do đó, không có cơ sở để giải quyết yêu cầu thay đổi thông tin quốc tịch của người cha trong Giấy khai sinh của anh (chị).","Thủ tục thay đổi, cải chính, bổ sung thông tin hộ tịch, xác định lại dân tộc có yếu tố nước ngoài"
"Trước khi kết hôn với anh Nguyễn Văn A, chị Trần Thị B đã nhận cháu C con nuôi. Vậy sau khi kết hôn anh Nguyễn Văn A có thể nhận cháu C làm con nuôi không ? Trình tự thủ tục được thực hiện như thế nào","Trong trường hợp này, anh A có thể nhận cháu C làm con nuôi. Trình tự thủ tục được vận dụng thực hiện như đối với trường hợp cha dượng/mẹ kế nhận con riêng của vợ/chồng làm con nuôi.","Thủ tục Đăng ký việc nuôi con nuôi thực tế, Giải quyết việc người nước ngoài cư trú ở khu vực biên giới nước láng giềng nhận trẻ em Việt Nam làm con nuôi, Đăng ký việc nuôi con nuôi trong nước, Giải quyết việc người nước ngoài thường trú ở Việt Nam nhận trẻ em Việt Nam làm con nuôi, Thủ tục Đăng ký việc nuôi con nuôi tại Cơ quan đại diện Việt Nam ở nước ngoài"
"Ủy ban nhân dân cấp xã nơi anh, chị A có hộ khẩu thường trú có thẩm quyền đăng ký việc nuôi con nuôi giữa anh chị A và cháu C hiện nay đều đang tạm trú ở cộng hòa Pháp) không ?","Theo quy định tại khoản 3 Điều 9 của Luật nuôi con nuôi, Cơ quan đại diện nước Cộng hòa xã hội chủ nghĩa Việt Nam ở nước ngoài có thẩm quyền đăng ký việc nuôi con nuôi của công dân Việt Nam tạm trú ở nước ngoài. Trong trường hợp này, anh chị A sẽ phải ra Đại sứ quán Việt Nam tại CH Pháp để đăng ký việc nuôi con nuôi đối với cháu C. Ủy ban nhân dân cấp xã nơi anh chị A có hộ khẩu thường trú không có thẩm quyền đăng ký việc nuôi con nuôi trong trường hợp này.","Thủ tục Đăng ký việc nuôi con nuôi thực tế, Đăng ký việc nuôi con nuôi trong nước, Thủ tục Đăng ký việc nuôi con nuôi tại Cơ quan đại diện Việt Nam ở nước ngoài, Giải quyết việc nuôi con nuôi có yếu tố nước ngoài đối với trường hợp cha dượng, mẹ kế nhận con riêng của vợ hoặc chồng; cô, cậu, dì, chú, bác ruột nhận cháu làm con nuôi"
"Bà A có hộ khẩu thường trú tại tỉnh Thái Nguyên, vì công việc kinh doanh nên bà đã đăng ký tạm trú tại Hà Nội. Nay bà muốn nhận cháu ruột (cũng có hộ khẩu thường trú tại Thái Nguyên) của bà làm con nuôi. Bà A có thể nộp hồ sơ đăng ký việc nuôi con nuôi tại UBND phường tại Hà Nội nơi bà đang tạm trú được không?","Theo quy định tại khoản 1 Điều 2 của Nghị định số 19/2011/NĐ-CP đã được sửa đổi bổ sung bởi Nghị định số 24/2011/NĐ-CP, trường hợp cha dượng hoặc mẹ kế nhận con riêng của vợ hoặc chồng làm con nuôi; cô, cậu, dì, chú, bác ruột nhận cháu làm con nuôi thì Ủy ban nhân dân cấp xã nơi cư trú (bao gồm nơi thường trú hoặc tạm trú) của người nhận con nuôi hoặc của người được nhận làm con nuôi thực hiện đăng ký việc nuôi con nuôi. Tuy nhiên, theo quy định tại khoản 1 Điều 9 của Luật nuôi con nuôi, UBND cấp xã nơi thường trú của người được giới thiệu làm con nuôi hoặc của người nhận con nuôi có thẩm quyền đăng ký việc nuôi con nuôi. Do đó, thẩm quyền đăng ký việc nuôi con nuôi trước tiên phải được xác định trên cơ sở yếu tố thường trú. Trường hợp không có nơi thường trú thì mới xác định theo nơi cư trú.Trong trường hợp trên đây, bà A và trẻ em được nhận làm con nuôi đều có hộ khẩu thường trú tại tỉnh Thái Nguyên nên bà A phải nộp hồ sơ đăng ký tại UBND cấp xã nơi bà A hoặc trẻ em được nhận làm con nuôi thường trú.","Thủ tục Đăng ký việc nuôi con nuôi thực tế, Giải quyết việc người nước ngoài cư trú ở khu vực biên giới nước láng giềng nhận trẻ em Việt Nam làm con nuôi, Đăng ký việc nuôi con nuôi trong nước, Thủ tục Đăng ký việc nuôi con nuôi tại Cơ quan đại diện Việt Nam ở nước ngoài, Giải quyết việc nuôi con nuôi có yếu tố nước ngoài đối với trường hợp cha dượng, mẹ kế nhận con riêng của vợ hoặc chồng; cô, cậu, dì, chú, bác ruột nhận cháu làm con nuôi"
"Tôi có con ngoài giá thú. Để nhận con tôi đã hoàn tất hồ sơ xin nhận cha, con theo hướng dẫn của cán bộ hộ tịch. Nhưng đến thời điểm tôi hoàn tất hồ sơ thì con tôi mất. Vậy tôi có được đăng ký nhận con tôi để con tôi được công nhận trong dòng họ không?","Theo quy định tại Khoản 2 Điều 6 và Khoản 4 Điều 44 Luật hộ tịch quy đinh: “Trường hợp kết hôn, nhận cha, mẹ, con thì các bên phải trực tiếp thực hiện tại cơ quan đăng ký hộ tịch”. Do đó, trường hợp sau khi tiếp nhận đầy đủ hồ sơ hợp lệ mà con của anh chết thì UBND cấp có thẩm quyền đình chỉ việc giải quyết hồ sơ và anh phải làm thủ tục yêu cầu Toà án nhân dân có thẩm quyền giải quyết theo thủ tục tố tụng.","Thủ tục đăng ký nhận cha, mẹ, con có yếu tố nước ngoài tại khu vực biên giới, Thủ tục đăng ký nhận cha, mẹ, con, Thủ tục đăng ký nhận cha, mẹ, con có yếu tố nước ngoài"
"Tôi là công dân Hàn Quốc, có con với một phụ nữ Việt Nam, chưa đăng ký kết hôn. Hiện tại, cô ấy đã sinh một cháu trai đã được 4 tuổi, ở với mẹ. Tôi muốn làm thủ tục nhận đó là con tôi thì tôi có quyền yêu cầu không?","Trong trường hợp này, nếu việc nhận cha, con nếu không có tranh chấp thì anh có quyền yêu cầu UBND cấp huyện nơi cháu bé cư trú (theo quy định tại Điều 43 Luật hộ tịch) đăng ký cha nhận con. Tuy nhiên, do cháu bé mới 3 tuổi nên việc cha nhận con của anh phải có sự đồng ý của người mẹ thì cơ quan đăng ký hộ tịch mới có cơ sở để giải quyết.","Thủ tục đăng ký nhận cha, mẹ, con có yếu tố nước ngoài tại khu vực biên giới, Thủ tục đăng ký khai sinh kết hợp đăng ký nhận cha, mẹ, con, Thủ tục đăng ký nhận cha, mẹ, con, Thủ tục đăng ký khai sinh kết hợp đăng ký nhận cha, mẹ, con có yếu tố nước ngoài, Thủ tục đăng ký nhận cha, mẹ, con có yếu tố nước ngoài"
Pháp luật nuôi con nuôi Việt Nam có quy định độ tuổi tối đa của người nước ngoài nhận trẻ em Việt Nam làm con nuôi không?,"Pháp luật nuôi con nuôi Việt Nam không quy định cụ thể độ tuổi tối đa của người nhận con nuôi mà chỉ quy định người nhận con nuôi phải hơn người được nhận làm con nuôi ít nhất 20 tuổi trở lên. Ngoài ra, Điều 29 của Luật nuôi con nuôi quy định, người nước ngoài nhận trẻ em Việt Nam làm con nuôi, ngoài việc phải đáp ứng các điều kiện nuôi con nuôi theo pháp luật Việt Nam, người đó còn phải tuân thủ các điều kiện theo quy định của pháp luật nơi người đó thường trú. Do đó, nếu pháp luật của quốc gia nơi người nhận con nuôi thường trú có quy định về độ tuổi tối đa của người nhận con nuôi thì độ tuổi tối đa của người nhận con nuôi phải tuân theo quy định của quốc gia đó.","Thủ tục Đăng ký việc nuôi con nuôi thực tế, Giải quyết việc người nước ngoài cư trú ở khu vực biên giới nước láng giềng nhận trẻ em Việt Nam làm con nuôi, Đăng ký việc nuôi con nuôi trong nước, Giải quyết việc người nước ngoài thường trú ở Việt Nam nhận trẻ em Việt Nam làm con nuôi, Thủ tục Đăng ký việc nuôi con nuôi tại Cơ quan đại diện Việt Nam ở nước ngoài"
Người nhận con nuôi xin cấp Giấy chứng nhận việc nuôi con nuôi ở đâu và để làm gì?,"Người nhận con nuôi xin cấp Giấy chứng nhận việc nuôi con nuôi tại Bộ Tư pháp (Cục Con nuôi). Đối với những nước có quan hệ hợp tác về nuôi con nuôi với Việt Nam thì người nhận con nuôi thông qua Văn phòng Con nuôi nước ngoài tại Việt Nam xin cấp Giấy chứng nhận việc nuôi con nuôi tại Bộ Tư pháp (Cục Con nuôi). Theo quy định tại Điều 38 Luật nuôi con nuôi, Cục trưởng Cục Con nuôi thừa lệnh Bộ trưởng Bộ Tư pháp ký Giấy chứng nhận việc nuôi con nuôi đã được giải quyết theo đúng quy định của Luật nuôi con nuôi và điều ước quốc tế mà Cộng hòa xã hội chủ nghĩa Việt Nam là thành viên để gửi cơ quan, tổ chức có thẩm quyền của nước ngoài, nếu có yêu cầu. Việc chứng nhận việc nuôi con nuôi nhằm bảo đảm thực thi Điều 23 Công ước Lahay số 33 về bảo vệ trẻ em và hợp tác trong lĩnh vực nuôi con nuôi quốc tế mà Việt Nam là thành viên.",Cấp giấy xác nhận công dân Việt Nam ở trong nước đủ điều kiện nhận trẻ em nước ngoài làm con nuôi
"Bà X (50 tuổi, có 3 người con ruột) là giám đốc cơ sở bảo trợ xã hội ngoài công lập hiện đang chăm sóc, nuôi dưỡng 10 trẻ em bị bỏ rơi. Vì trong Giấy khai sinh của những trẻ em này để trống phần khai về cha mẹ nên bà X có nguyện vọng nhận tất cả những trẻ em này làm con nuôi để bổ sung phần khai về mẹ vào Giấy khai sinh của trẻ em. Khi bà X nộp hồ sơ đăng ký việc nuôi con nuôi thì công chức tư pháp – hộ tịch cấp xã từ chối tiếp nhận hồ sơ với lý do một người không thể nhận đến 10 trẻ em làm con nuôi. Việc công chức tư pháp – hộ tịch từ chối tiếp nhận hồ sơ trong trường hợp này có đúng hay không?","Việc công chức tư pháp – hộ tịch từ chối tiếp nhận hồ sơ đăng ký nuôi con nuôi đối với một người nhận toàn bộ số trẻ em hiện đang được chăm sóc, nuôi dưỡng tập trung làm con nuôi là hoàn toàn phù hợp, vì:Theo quy định tại Điều 2 của Luật nuôi con nuôi, việc nuôi con nuôi nhằm xác lập quan hệ cha, mẹ, con lâu dài bền vững, vì lợi ích tốt nhất của người được nhận làm con nuôi, bảo đảm cho con nuôi được nuôi dưỡng, chăm sóc, giáo dục trong môi trường gia đình. Việc bà X xin nhận toàn bộ số trẻ em hiện đang được chăm sóc nuôi dưỡng tại cơ sở bảo trợ xã hội để các cháu có tên mẹ trong giấy khai sinh là không bảo đảm mục đích nuôi con nuôi. Rõ ràng bà X không có ý thức xác lập quan hệ mẹ, con lâu dài; trẻ em không được sống trong môi trường gia đình mà vẫn sống tập trung ở cơ sở nuôi dưỡng. Ngoài ra, theo khoản 1 Điều 24 của Luật nuôi con nuôi, nếu việc nuôi con nuôi được thực hiện theo đúng quy định pháp luật thì kể từ ngày giao nhận con nuôi, giữa cha mẹ nuôi và con nuôi có đầy đủ các quyền, nghĩa vụ của cha mẹ và con theo quy định của pháp luật về hôn nhân và gia đình, pháp luật về dân sự và các quy định khác của pháp luật có liên quan. Như vậy, một người không thể bảo đảm quyền và thực hiện nghĩa vụ pháp lý cho tất cả những trẻ em được làm con nuôi này.","Thủ tục Đăng ký việc nuôi con nuôi thực tế, Giải quyết việc người nước ngoài cư trú ở khu vực biên giới nước láng giềng nhận trẻ em Việt Nam làm con nuôi, Đăng ký việc nuôi con nuôi trong nước, Giải quyết việc người nước ngoài thường trú ở Việt Nam nhận trẻ em Việt Nam làm con nuôi, Thủ tục Đăng ký việc nuôi con nuôi tại Cơ quan đại diện Việt Nam ở nước ngoài"
